district,neighborhood,room,living_room,area,age,floor,price
 Fatih , İskenderpaşa Mah.,2,1,100,40,2,25000
 Fatih , Mevlanakapı Mah.,2,1,90,34,3,20000
 Şişli , Eskişehir Mah.,1,1,70,35,2,18000
 Sarıyer , Zekeriyaköy Mah.,1,1,156,17,5,50000
 Şişli , Kuştepe Mah.,1,1,75,7,5,27000
 Şişli , Mecidiyeköy Mah.,2,1,85,21,5,18500
 Şişli , 19 Mayıs Mah.,1,1,50,2,1,40000
 Ataşehir , İnönü Mah.,2,1,75,25,1,21000
 Gaziosmanpaşa , Merkez Mah.,2,1,90,25,2,20000
 Bakırköy , Yeşilköy Mah.,2,1,110,4,3,70000
 Beykoz , Kavacık Mah.,3,1,150,16,5,17000
 Başakşehir , Kayabaşı Mah.,2,1,70,0,5,36000
 Avcılar , Mustafa Kemal Paşa Mah.,2,1,95,25,5,13000
 Kağıthane , Yahya Kemal Mah.,2,1,80,5,1,28000
 Üsküdar , Aziz Mahmut Hüdayi Mah.,2,1,65,0,2,36000
 Üsküdar , Kuzguncuk Mah.,1,1,70,45,2,30000
 Sarıyer , Büyükdere Mah.,2,1,120,15,0,45000
 Küçükçekmece , Cumhuriyet Mah.,3,1,170,23,2,28000
 Gaziosmanpaşa , Yeni Mahalle Mah.,2,1,90,12,1,18500
 Bahçelievler , Yenibosna Merkez Mah.,3,1,220,5,4,60000
 Başakşehir , Kayabaşı Mah.,2,1,70,8,4,20000
 Kağıthane , Çağlayan Mah.,2,1,85,10,5,28500
 Güngören , Abdurrahman Nafiz Gürman Mah.,4,1,160,35,8,27000
 Üsküdar , Zeynep Kamil Mah.,2,1,100,25,5,38000
 Bakırköy , Yeşilköy Mah.,3,1,135,3,1,85000
 Bahçelievler , Bahçelievler Mah.,2,1,85,40,3,25000
 Beşiktaş , Gayrettepe Mah.,3,1,160,35,8,50000
 Büyükçekmece , Mimaroba Mah.,2,1,100,25,1,16000
 Sarıyer , Huzur Mah.,1,1,65,4,5,50000
 Maltepe , Aydınevler Mah.,1,1,65,10,0,26000
 Bakırköy , Şenlikköy Mah.,3,1,160,20,3,85000
 Kadıköy , Sahrayı Cedit Mah.,3,1,130,23,5,43000
 Şişli , İnönü Mah.,1,1,75,10,4,18000
 Kağıthane , Emniyet Evleri Mah.,2,1,110,20,2,25000
 Fatih , Sümbül Efendi Mah.,2,1,75,40,3,17000
 Küçükçekmece , İnönü Mah.,3,1,115,0,2,25000
 Küçükçekmece , Atakent Mah.,3,1,152,11,1,35000
 Şişli , Mecidiyeköy Mah.,2,1,100,30,1,35000
 Bahçelievler , Bahçelievler Mah.,2,1,70,5,0,21500
 Maltepe , Altıntepe Mah.,2,1,100,30,2,32000
 Şişli , Gülbahar Mah.,1,1,65,30,0,13000
 Beşiktaş , Dikilitaş Mah.,2,1,90,40,4,35000
 Şişli , Eskişehir Mah.,2,1,70,35,0,18000
 Tuzla , Yayla Mah.,1,1,160,25,5,21000
 Şişli , Paşa Mah.,1,1,60,20,2,22000
 Sarıyer , Pınar Mah.,2,1,120,30,5,25000
 Beşiktaş , Cihannüma Mah.,2,1,100,30,3,35000
 Şişli , Gülbahar Mah.,2,1,87,20,3,25000
 Şişli , Paşa Mah.,1,1,70,9,0,15000
 Fatih , Cerrahpaşa Mah.,1,1,60,40,1,14500
 Beşiktaş , Abbasağa Mah.,3,1,160,41,1,45000
 Sarıyer , Rumeli Hisarı Mah.,2,1,130,30,1,47000
 Fatih , Silivrikapı Mah.,1,1,70,40,1,13500
 Pendik , Çınardere Mah.,3,1,120,1,4,35000
 Ataşehir , Örnek Mah.,2,1,80,4,2,29000
 Beyoğlu , Cihangir Mah.,2,1,125,60,1,75000
 Bahçelievler , Zafer Mah.,2,1,85,21,1,19500
 Kağıthane , Sultan Selim Mah.,1,1,75,29,1,15000
 Fatih , İskenderpaşa Mah.,3,1,190,39,1,31000
 Tuzla , Şifa Mah.,2,1,105,5,2,19000
 Sarıyer , Huzur Mah.,2,1,76,0,1,40750
 Şişli , Mecidiyeköy Mah.,1,1,65,35,0,15000
 Şişli , Bozkurt Mah.,3,1,150,30,4,50000
 Sultanbeyli , Hamidiye Mah.,2,1,94,0,3,19000
 Gaziosmanpaşa , Barbaros Hayrettinpaşa Mah.,2,1,120,30,4,13500
 Beşiktaş , Mecidiye Mah.,2,1,85,36,1,26500
 Beyoğlu , Çukur Mah.,2,1,102,50,2,25000
 Fatih , Koca Mustafapaşa Mah.,1,1,70,40,3,15000
 Esenler , Yavuz Selim Mah.,1,1,65,5,1,17000
 Kağıthane , Sultan Selim Mah.,2,1,80,30,5,30000
 Zeytinburnu , Telsiz Mah.,2,1,75,30,3,15500
 Fatih , Mevlanakapı Mah.,2,1,80,40,2,20000
 Silivri , Selimpaşa Mah.,2,1,85,55,3,15000
 Üsküdar , İcadiye Mah.,2,1,70,25,1,22000
 Avcılar , Ambarlı Mah.,2,1,90,1,1,25000
 Beykoz , Rüzgarlıbahçe Mah.,3,1,175,18,3,37000
 Kağıthane , Telsizler Mah.,2,1,100,27,1,16000
 Fatih , Şehremini Mah.,3,1,100,35,3,20000
 Kartal , Hürriyet Mah.,2,1,98,3,5,45000
 Pendik , Velibaba Mah.,3,1,154,4,4,34000
 Küçükçekmece , İstasyon Mah.,2,1,95,22,4,19000
 Küçükçekmece , İnönü Mah.,4,1,150,8,3,20000
 Çekmeköy , Aydınlar Mah.,1,1,75,0,1,19000
 Ataşehir , Mevlana Mah.,2,1,100,28,1,23000
 Şişli , Merkez Mah.,3,1,130,35,4,38000
 Küçükçekmece , Atakent Mah.,2,1,84,15,3,25000
 Sancaktepe , Sarıgazi Mah.,1,1,70,3,5,32500
 Sancaktepe , Fatih Mah.,2,1,100,15,4,19000
 Tuzla , Yayla Mah.,3,1,130,10,4,25000
 Kağıthane , Merkez Mah.,2,1,75,8,2,28000
 Sarıyer , Tarabya Mah.,3,1,140,25,3,60000
 Maltepe , Küçükyalı Mah.,2,1,100,26,3,30000
 Şişli , Esentepe Mah.,2,1,80,10,0,33500
 Bahçelievler , Bahçelievler Mah.,3,1,160,25,4,35000
 Kağıthane , Şirintepe Mah.,2,1,100,25,2,20000
 Kağıthane , Talatpaşa Mah.,2,1,90,6,5,26500
 Beyoğlu , Katip Mustafa Çelebi Mah.,2,1,120,30,1,40000
 Esenyurt , Yunus Emre Mah.,2,1,95,5,2,12000
 Beyoğlu , Kulaksız Mah.,2,1,75,35,2,15000
 Zeytinburnu , Gökalp Mah.,3,1,130,0,3,40000
 Kağıthane , Harmantepe Mah.,1,1,70,3,-1,15000
 Avcılar , Ambarlı Mah.,3,1,140,35,3,13000
 Bağcılar , Hürriyet Mah.,2,1,85,26,0,13000
 Beyoğlu , Ömer Avni Mah.,1,1,65,21,4,35000
 Beyoğlu , Yenişehir Mah.,2,1,75,25,3,15000
 Esenyurt , Mehterçeşme Mah.,2,1,90,8,0,10000
 Kağıthane , Talatpaşa Mah.,3,1,120,5,4,30750
 Şişli , Mecidiyeköy Mah.,2,1,75,5,5,26500
 Sarıyer , Poligon Mah.,1,1,110,16,3,45000
 Kağıthane , Telsizler Mah.,2,1,105,30,3,19750
 Fatih , Şehremini Mah.,2,1,75,40,0,15000
 Bakırköy , Zuhuratbaba Mah.,2,1,95,7,3,55000
 Küçükçekmece , Kanarya Mah.,1,1,80,25,2,13000
 Silivri , Yeni Mah.,2,1,110,0,3,20000
 Esenyurt , Namık Kemal Mah.,2,1,95,11,2,13000
 Tuzla , Şifa Mah.,3,1,120,2,3,23000
 Kağıthane , Sultan Selim Mah.,3,1,130,15,2,30000
 Maltepe , Aydınevler Mah.,1,1,60,0,0,38500
 Şişli , İzzet Paşa Mah.,2,1,100,21,1,25000
 Eyüpsultan , Merkez Mah.,2,1,100,10,6,40000
 Üsküdar , Mimar Sinan Mah.,2,1,80,35,4,25000
 Şişli , Merkez Mah.,3,1,135,35,4,36500
 Maltepe , Fındıklı Mah.,2,1,90,11,1,21000
 Eyüpsultan , Akşemsettin Mah.,2,1,85,21,-1,25000
 Bağcılar , Yıldıztepe Mah.,2,1,95,26,2,15000
 Küçükçekmece , Kemalpaşa Mah.,3,1,125,26,4,22000
 Güngören , Güneştepe Mah.,2,1,100,26,4,16000
 Beylikdüzü , Yakuplu Mah.,3,1,130,2,1,25000
 Beşiktaş , Gayrettepe Mah.,3,1,145,31,1,48000
 Ümraniye , Atatürk Mah.,2,1,75,5,1,20000
 Esenyurt , Cumhuriyet Mah.,2,1,90,12,3,16000
 Kağıthane , Yahya Kemal Mah.,2,1,90,0,-1,20000
 Sarıyer , Kazım Karabekir Paşa Mah.,2,1,190,20,0,23500
 Üsküdar , Sultantepe Mah.,2,1,75,35,0,26000
 Küçükçekmece , Kanarya Mah.,2,1,90,3,0,15000
 Esenyurt , Yeşilkent Mah.,2,1,110,4,1,15750
 Fatih , Seyyid Ömer Mah.,3,1,160,0,2,38000
 Çekmeköy , Aydınlar Mah.,1,1,60,4,0,17000
 Avcılar , Cihangir Mah.,3,1,150,8,3,25500
 Güngören , Gençosman Mah.,2,1,110,29,5,15000
 Fatih , Seyyid Ömer Mah.,3,1,140,0,5,38000
 Sarıyer , Yeniköy Mah.,4,1,195,30,3,75000
 Esenyurt , Mehmet Akif Ersoy Mah.,2,1,95,3,1,12000
 Sultangazi , Eski Habipler Mah.,2,1,66,0,3,20000
 Ümraniye , Çamlık Mah.,2,1,100,24,1,18000
 Maltepe , Altayçeşme Mah.,3,1,135,25,2,32000
 Sarıyer , Huzur Mah.,1,1,65,3,8,45000
 Esenyurt , Balıkyolu Mah.,2,1,90,11,0,10000
 Kağıthane , Yeşilce Mah.,1,1,65,40,3,15000
 Beyoğlu , Kuloğlu Mah.,1,1,80,40,2,40000
 Güngören , Merkez Mah.,2,1,90,30,3,17000
 Sarıyer , Ayazağa Mah.,2,1,108,20,2,23500
 Şişli , Duatepe Mah.,1,1,80,27,0,7000
 Fatih , Seyyid Ömer Mah.,2,1,85,45,0,13000
 Küçükçekmece , Fatih Mah.,3,1,130,32,3,10000
 Sarıyer , Ferahevler Mah.,3,1,160,26,1,47000
 Beşiktaş , Mecidiye Mah.,2,1,85,31,1,26000
 Şişli , Gülbahar Mah.,3,1,135,30,3,28000
 Beyoğlu , Sütlüce Mah.,3,1,110,30,0,30000
 Kadıköy , Osmanağa Mah.,3,1,125,35,1,55000
 Kadıköy , Rasimpaşa Mah.,1,1,60,60,1,20500
 Avcılar , Denizköşkler Mah.,2,1,120,35,1,14000
 Kağıthane , Gültepe Mah.,1,1,68,7,0,12500
 Beşiktaş , Yıldız Mah.,1,1,60,45,1,33000
 Avcılar , Denizköşkler Mah.,1,1,60,5,5,13000
 Tuzla , Şifa Mah.,2,1,75,15,1,19000
 Başakşehir , Bahçeşehir 2. Kısım Mah.,3,1,150,20,5,24000
 Şişli , Ergenekon Mah.,2,1,85,40,4,30000
 Kartal , Cevizli Mah.,3,1,140,16,5,30000
 Kartal , Yunus Mah.,3,1,120,26,3,29000
 Kağıthane , Çeliktepe Mah.,1,1,65,5,1,36000
 Şişli , Halaskargazi Mah.,3,1,130,40,3,40000
 Beşiktaş , Cihannüma Mah.,2,1,90,25,-1,31000
 Ataşehir , Örnek Mah.,1,1,70,12,5,25000
 Bahçelievler , Hürriyet Mah.,2,1,80,24,0,15000
 Üsküdar , Valide-i Atik Mah.,3,1,120,21,2,30000
 Maltepe , Bağlarbaşı Mah.,2,1,88,4,1,31750
 Kağıthane , Merkez Mah.,2,1,82,7,3,22500
 Kartal , Orta Mah.,3,1,120,15,1,42500
 Şişli , Merkez Mah.,2,1,75,35,2,33000
 Kadıköy , Osmanağa Mah.,2,1,70,26,1,32500
 Beyoğlu , Çatma Mescit Mah.,2,1,100,30,2,32000
 Kağıthane , Emniyet Evleri Mah.,3,1,140,30,5,30000
 Beykoz , Kavacık Mah.,2,1,100,21,1,30000
 Sarıyer , İstinye Mah.,3,1,145,25,5,60000
 Silivri , Alipaşa Mah.,2,1,95,2,1,14000
 Küçükçekmece , Atatürk Mah.,2,1,90,23,0,20000
 Fatih , Cerrahpaşa Mah.,2,1,95,44,1,20000
 Sarıyer , Kireçburnu Mah.,1,1,90,30,4,25000
 Beykoz , Fatih Mah.,3,1,170,16,6,30000
 Sarıyer , Huzur Mah.,3,1,149,4,3,75000
 Ataşehir , Aşıkveysel Mah.,2,1,75,10,0,18500
 Üsküdar , Murat Reis Mah.,3,1,120,35,4,30000
 Beylikdüzü , Kavaklı Mah.,2,1,90,16,5,20000
 Pendik , Güzelyalı Mah.,3,1,140,22,-2,25000
 Bağcılar , Güneşli Mah.,2,1,85,30,1,15500
 Kağıthane , Sultan Selim Mah.,2,1,90,8,0,18000
 Beykoz , Anadolu Hisarı Mah.,2,1,80,25,0,55000
 Fatih , Şehremini Mah.,2,1,90,0,1,38000
 Sancaktepe , Meclis Mah.,2,1,85,0,2,28000
 Esenyurt , Yunus Emre Mah.,2,1,93,8,1,20000
 Bahçelievler , Şirinevler Mah.,2,1,105,4,1,21500
 Beşiktaş , Cihannüma Mah.,2,1,110,21,0,20000
 Şişli , 19 Mayıs Mah.,2,1,120,21,-2,25000
 Küçükçekmece , Fatih Mah.,4,1,200,15,4,28000
 Beşiktaş , Yıldız Mah.,2,1,85,40,3,40000
 Küçükçekmece , Atakent Mah.,1,1,55,28,3,16000
 Sarıyer , Sarıyer Merkez Mah.,3,1,150,40,3,60000
 Beyoğlu , Kılıçali Paşa Mah.,2,1,85,26,3,37000
 Esenyurt , Balıkyolu Mah.,3,1,130,6,3,15000
 Fatih , Şehremini Mah.,2,1,115,48,3,25000
 Esenler , Kemer Mah.,2,1,85,30,1,18000
 Ataşehir , İnönü Mah.,1,1,65,0,2,25000
 Zeytinburnu , Telsiz Mah.,2,1,90,20,2,20000
 Bahçelievler , Yenibosna Merkez Mah.,3,1,120,16,2,25000
 Pendik , Orhangazi Mah.,2,1,100,0,4,22000
 Sarıyer , Cumhuriyet Mah.,2,1,120,30,2,30000
 Şişli , Esentepe Mah.,2,1,110,25,5,32000
 Şişli , Paşa Mah.,2,1,110,15,3,30000
 Kadıköy , Göztepe Mah.,2,1,95,0,1,52000
 Eyüpsultan , Göktürk Merkez Mah.,2,1,160,10,2,70000
 Pendik , Harmandere Mah.,1,1,60,8,2,28000
 Avcılar , Denizköşkler Mah.,3,1,150,30,3,25000
 Beşiktaş , Dikilitaş Mah.,3,1,140,10,6,55000
 Tuzla , Aydınlı Mah.,3,1,148,26,0,16000
 Fatih , Atikali Mah.,2,1,80,28,3,18000
 Esenyurt , Akevler Mah.,2,1,145,5,6,21000
 Şişli , Mecidiyeköy Mah.,2,1,85,8,3,25000
 Esenler , Fevzi Çakmak Mah.,3,1,120,15,4,28000
 Sultanbeyli , Akşemsettin Mah.,2,1,100,30,0,16000
 Başakşehir , Güvercintepe Mah.,3,1,125,0,6,32000
 Bağcılar , Yıldıztepe Mah.,4,1,130,12,2,28500
 Silivri , Yeni Mah.,3,1,135,8,4,28000
 Küçükçekmece , İstasyon Mah.,3,1,120,29,2,25000
 Şişli , Halide Edip Adıvar Mah.,2,1,110,26,4,23000
 Silivri , Alipaşa Mah.,2,1,85,3,3,25000
 Esenyurt , Güzelyurt Mah.,1,1,60,5,4,17000
 Avcılar , Tahtakale Mah.,3,1,160,5,6,40000
 Güngören , Güneştepe Mah.,2,1,85,30,2,20000
 Çatalca , Çakıl Mah.,1,1,70,4,2,25000
 Kadıköy , Caddebostan Mah.,3,1,120,18,3,75000
 Beylikdüzü , Kavaklı Mah.,2,1,100,0,0,20000
 Kadıköy , Feneryolu Mah.,3,1,120,0,4,65000
 Sarıyer , Ferahevler Mah.,1,1,65,2,1,55000
 Bahçelievler , Yenibosna Merkez Mah.,2,1,100,11,2,36000
 Kartal , Kordonboyu Mah.,2,1,115,8,3,52500
 Pendik , Fevzi Çakmak Mah.,2,1,90,0,1,30000
 Beyoğlu , Firuzağa Mah.,1,1,65,0,0,30000
 Beykoz , Çubuklu Mah.,2,1,125,20,5,35000
 Ataşehir , Yenişehir Mah.,4,1,160,20,4,75000
 Çekmeköy , Alemdağ Mah.,3,1,115,0,3,32000
 Çekmeköy , Taşdelen Mah.,2,1,105,11,0,35000
 Büyükçekmece , Ekinoba Mah.,2,1,122,24,7,20000
 Sancaktepe , Mevlana Mah.,2,1,95,4,2,22500
 Beşiktaş , Türkali Mah.,2,1,95,40,4,45000
 Kağıthane , Talatpaşa Mah.,2,1,95,1,4,20000
 Güngören , Gençosman Mah.,3,1,125,25,1,28000
 Esenyurt , Balıkyolu Mah.,2,1,100,2,1,12000
 Eyüpsultan , Göktürk Merkez Mah.,2,1,88,4,2,75000
 Pendik , Velibaba Mah.,2,1,98,4,5,25500
 Sancaktepe , Atatürk Mah.,2,1,114,11,0,38000
 Beylikdüzü , Dereağzı Mah.,2,1,113,5,4,27000
 Üsküdar , Ünalan Mah.,1,1,70,0,0,30000
 Üsküdar , Ferah Mah.,3,1,130,16,2,30000
 Beylikdüzü , Adnan Kahveci Mah.,1,1,80,10,3,24000
 Maltepe , Altıntepe Mah.,3,1,135,25,0,52000
 Kağıthane , Ortabayır Mah.,1,1,85,30,5,20000
 Maltepe , Bağlarbaşı Mah.,2,1,100,0,3,45500
 Kağıthane , Hamidiye Mah.,3,1,120,16,5,35000
 Bağcılar , Mahmutbey Mah.,2,1,120,29,1,13500
 Beylikdüzü , Adnan Kahveci Mah.,2,1,120,24,2,20000
 Pendik , Güzelyalı Mah.,3,1,150,15,5,25500
 Şişli , 19 Mayıs Mah.,3,1,120,30,1,32500
 Kartal , Soğanlık Yeni Mah.,2,1,75,5,8,32000
 Bahçelievler , Bahçelievler Mah.,2,1,120,0,6,60000
 Beylikdüzü , Adnan Kahveci Mah.,2,1,125,0,3,32000
 Üsküdar , Cumhuriyet Mah.,2,1,125,16,5,27000
 Esenyurt , Yeşilkent Mah.,2,1,90,5,4,15000
 Beylikdüzü , Marmara Mah.,3,1,140,1,4,60000
 Başakşehir , Başakşehir Mah.,1,1,72,0,5,24000
 Kadıköy , Suadiye Mah.,3,1,160,28,3,50000
 Kağıthane , Merkez Mah.,2,1,125,17,7,45000
 Beylikdüzü , Dereağzı Mah.,3,1,160,5,1,27500
 Beyoğlu , Yenişehir Mah.,3,1,150,40,4,20000
 Fatih , Seyyid Ömer Mah.,2,1,85,35,3,16500
 Başakşehir , Altınşehir Mah.,1,1,80,5,5,17000
 Şile , Kumbaba Mah.,2,1,100,20,2,30000
 Kadıköy , 19 Mayıs Mah.,2,1,95,2,7,48000
 Kadıköy , Caferağa Mah.,1,1,50,50,3,30000
 Üsküdar , Zeynep Kamil Mah.,2,1,90,30,3,24000
 Beyoğlu , Cihangir Mah.,1,1,75,45,0,25000
 Şişli , Gülbahar Mah.,3,1,130,31,2,25000
 Kağıthane , Çağlayan Mah.,2,1,85,11,-1,18500
 Kadıköy , Rasimpaşa Mah.,2,1,65,25,3,37500
 Üsküdar , İcadiye Mah.,3,1,125,31,-2,30000
 Sarıyer , Ayazağa Mah.,2,1,65,25,6,15000
 Büyükçekmece , Atatürk Mah.,2,1,90,20,3,18000
 Avcılar , Denizköşkler Mah.,2,1,85,0,2,23000
 Kağıthane , Ortabayır Mah.,2,1,80,1,0,22500
 Küçükçekmece , İnönü Mah.,2,1,100,3,1,25000
 Fatih , Seyyid Ömer Mah.,1,1,60,30,0,13000
 Beykoz , Kavacık Mah.,3,1,160,30,1,35000
 Ümraniye , Elmalıkent Mah.,1,1,50,4,0,20000
 Üsküdar , Aziz Mahmut Hüdayi Mah.,2,1,100,31,2,26000
 Küçükçekmece , Atakent Mah.,3,1,120,16,8,40000
 Fatih , Silivrikapı Mah.,2,1,80,46,3,19500
 Fatih , Seyyid Ömer Mah.,1,1,70,35,0,13000
 Sarıyer , Kumköy Mah.,2,1,145,15,5,40000
 Bağcılar , Demirkapı Mah.,2,1,85,35,0,11000
 Kağıthane , Hürriyet Mah.,2,1,70,0,4,25500
 Bahçelievler , Hürriyet Mah.,2,1,90,30,5,13000
 Şişli , Mecidiyeköy Mah.,2,1,80,31,1,30000
 Şişli , Gülbahar Mah.,2,1,55,8,1,18000
 Üsküdar , Bahçelievler Mah.,2,1,75,1,0,32500
 Bahçelievler , Fevzi Çakmak Mah.,3,1,120,37,5,25000
 Şişli , Teşvikiye Mah.,1,1,70,11,1,50000
 Arnavutköy , Mareşal Fevzi Çakmak Mah.,2,1,100,10,1,17000
 Ataşehir , Kayışdağı Mah.,1,1,65,4,2,25000
 Ümraniye , İnkılap Mah.,3,1,140,13,4,35000
 Şişli , Bozkurt Mah.,4,1,150,18,4,50000
 Maltepe , Çınar Mah.,3,1,130,25,6,31000
 Kağıthane , Seyrantepe Mah.,2,1,78,0,1,40500
 Avcılar , Gümüşpala Mah.,2,1,130,13,0,17000
 Kadıköy , Osmanağa Mah.,1,1,55,35,4,26000
 Şişli , Merkez Mah.,2,1,140,22,4,40000
 Büyükçekmece , Sinanoba Mah.,1,1,80,26,7,16000
 Beşiktaş , Etiler Mah.,2,1,125,31,5,45000
 Bahçelievler , Bahçelievler Mah.,1,1,65,0,0,32000
 Beşiktaş , Dikilitaş Mah.,1,1,60,0,2,34000
 Beşiktaş , Dikilitaş Mah.,1,1,60,6,4,30000
 Beşiktaş , Balmumcu Mah.,3,1,110,31,0,48000
 Kadıköy , Acıbadem Mah.,3,1,120,35,0,25000
 Büyükçekmece , Sinanoba Mah.,1,1,75,18,1,20000
 Bakırköy , Zeytinlik Mah.,2,1,170,32,3,45000
 Güngören , Gençosman Mah.,3,1,120,26,3,23000
 Eyüpsultan , Mimar Sinan Mah.,3,1,140,12,3,45000
 Pendik , Çamlık Mah.,3,1,135,11,1,30500
 Esenyurt , Koza Mah.,3,1,150,11,8,30000
 Fatih , Sümbül Efendi Mah.,2,1,90,19,2,20000
 Sancaktepe , Yenidoğan Mah.,3,1,130,4,5,30000
 Sarıyer , Fatih Sultan Mehmet Mah.,3,1,150,34,3,40000
 Fatih , Şehremini Mah.,2,1,100,35,1,30000
 Pendik , Esenler Mah.,3,1,135,10,3,27500
 Üsküdar , Bulgurlu Mah.,3,1,145,26,3,30000
 Ataşehir , İnönü Mah.,3,1,120,26,3,27500
 Şişli , Feriköy Mah.,2,1,125,40,4,33000
 Maltepe , Zümrütevler Mah.,3,1,120,33,5,25000
 Şişli , Teşvikiye Mah.,2,1,135,30,0,40000
 Büyükçekmece , Alkent 2000 Mah.,3,1,185,4,2,40000
 Esenyurt , Cumhuriyet Mah.,1,1,80,8,3,17000
 Maltepe , Küçükyalı Mah.,2,1,100,30,3,30000
 Beşiktaş , Gayrettepe Mah.,3,1,135,35,3,40000
 Başakşehir , Bahçeşehir 1. Kısım Mah.,3,1,118,4,4,30000
 Silivri , Yeni Mah.,3,1,120,1,5,22500
 Beşiktaş , Ulus Mah.,2,1,80,22,-1,35000
 Kağıthane , Seyrantepe Mah.,2,1,85,16,4,25000
 Şişli , Gülbahar Mah.,2,1,115,25,3,20000
 Esenler , Birlik Mah.,2,1,85,16,0,20000
 Beşiktaş , Mecidiye Mah.,3,1,130,35,3,40000
 Beyoğlu , Kaptanpaşa Mah.,2,1,85,35,3,18000
 Kadıköy , Caferağa Mah.,1,1,65,35,0,23000
 Kağıthane , Gürsel Mah.,2,1,75,7,3,23500
 Şişli , Merkez Mah.,2,1,86,25,1,25000
 Bahçelievler , Soğanlı Mah.,1,1,75,0,0,15000
 Sarıyer , Yeniköy Mah.,2,1,80,30,1,28000
 Beylikdüzü , Cumhuriyet Mah.,2,1,125,25,4,35000
 Silivri , Yeni Mah.,2,1,110,0,2,20000
 Avcılar , Firuzköy Mah.,2,1,90,21,0,12000
 Kağıthane , Sultan Selim Mah.,3,1,130,15,2,30000
 Fatih , Şehremini Mah.,2,1,80,42,5,20000
 Bahçelievler , Soğanlı Mah.,3,1,105,35,2,16000
 Maltepe , Çınar Mah.,3,1,130,25,1,40000
 Eyüpsultan , Yeşilpınar Mah.,2,1,110,16,4,25000
 Esenler , Fevzi Çakmak Mah.,3,1,130,26,1,20000
 Fatih , Haseki Sultan Mah.,2,1,100,45,3,25000
 Çekmeköy , Çamlık Mah.,2,1,75,16,1,16500
 Fatih , Seyyid Ömer Mah.,3,1,130,35,1,25000
 Küçükçekmece , Cumhuriyet Mah.,2,1,100,4,2,26000
 Avcılar , Ambarlı Mah.,2,1,90,31,3,15000
 Üsküdar , Mimar Sinan Mah.,2,1,100,35,1,25000
 Bakırköy , Osmaniye Mah.,3,1,120,21,1,45000
 Maltepe , Fındıklı Mah.,2,1,75,10,2,20000
 Üsküdar , Valide-i Atik Mah.,3,1,110,35,1,30000
 Güngören , Abdurrahman Nafiz Gürman Mah.,3,1,170,35,5,29000
 Beylikdüzü , Barış Mah.,1,1,75,4,5,18950
 Bahçelievler , Zafer Mah.,2,1,90,16,0,20500
 Kadıköy , Fenerbahçe Mah.,2,1,95,0,3,70000
 Sarıyer , Yeniköy Mah.,2,1,90,29,0,28000
 Ataşehir , Yenişehir Mah.,3,1,120,24,8,53000
 Esenyurt , Talatpaşa Mah.,2,1,85,0,3,15000
 Beyoğlu , Kalyoncu Kulluğu Mah.,1,1,70,30,4,27000
 Tuzla , Mimar Sinan Mah.,2,1,85,11,3,22000
 Fatih , Sümbül Efendi Mah.,1,1,70,45,0,11000
 Üsküdar , Murat Reis Mah.,2,1,90,40,3,25000
 Şişli , Duatepe Mah.,2,1,100,32,0,20000
 Fatih , Koca Mustafapaşa Mah.,2,1,75,36,0,17000
 Şişli , Mecidiyeköy Mah.,2,1,120,40,4,22500
 Fatih , Şehremini Mah.,2,1,80,40,0,23000
 Beşiktaş , Cihannüma Mah.,1,1,85,45,5,35000
 Fatih , Sümbül Efendi Mah.,2,1,85,45,2,22000
 Şişli , Halil Rıfat Paşa Mah.,2,1,75,14,-1,22000
 Fatih , Şehremini Mah.,2,1,80,45,3,20000
 Kartal , Cumhuriyet Mah.,2,1,95,27,1,15000
 Bakırköy , Şenlikköy Mah.,3,1,180,22,2,60000
 Sarıyer , Reşitpaşa Mah.,3,1,110,30,1,25000
 Kadıköy , Suadiye Mah.,2,1,100,8,6,80000
 Sarıyer , Reşitpaşa Mah.,2,1,110,16,2,27000
 Ataşehir , Fetih Mah.,2,1,110,26,0,34000
 Kağıthane , Telsizler Mah.,2,1,95,5,3,26500
 Kağıthane , Harmantepe Mah.,2,1,80,0,2,22000
 Tuzla , Mimar Sinan Mah.,3,1,115,10,3,25000
 Beşiktaş , Ortaköy Mah.,1,1,46,48,2,19500
 Beyoğlu , Katip Mustafa Çelebi Mah.,2,1,120,27,0,35000
 Şişli , Mecidiyeköy Mah.,1,1,70,21,1,18000
 Avcılar , Ambarlı Mah.,2,1,85,25,3,13000
 Beyoğlu , Kamer Hatun Mah.,2,1,80,50,1,35000
 Kartal , Uğur Mumcu Mah.,3,1,135,20,3,27500
 Kağıthane , Talatpaşa Mah.,4,1,150,26,3,27500
 Üsküdar , Valide-i Atik Mah.,2,1,70,30,1,20000
 Avcılar , Ambarlı Mah.,2,1,90,26,3,15500
 Beyoğlu , Cihangir Mah.,1,1,75,31,4,65000
 Avcılar , Merkez Mah.,2,1,90,30,4,14000
 Zeytinburnu , Sümer Mah.,2,1,95,30,3,16500
 Eyüpsultan , Merkez Mah.,3,1,100,21,1,29500
 Beykoz , Çiğdem Mah.,1,1,80,10,2,22000
 Sarıyer , Huzur Mah.,3,1,150,4,3,75000
 Beşiktaş , Abbasağa Mah.,1,1,85,30,3,22000
 Beykoz , Rüzgarlıbahçe Mah.,1,1,35,1,1,25000
 Başakşehir , Kayabaşı Mah.,2,1,85,5,8,22000
 Beylikdüzü , Sahil Mah.,2,1,90,5,1,18000
