district,neighborhood,room,living_room,area,age,floor,price
 Kadıköy , Merdivenköy Mah.,3,1,135,35,6,35000
 Şişli , Fulya Mah.,2,1,80,35,4,32000
 Ümraniye , Tatlısu Mah.,3,1,150,15,1,50000
 Ümraniye , Atakent Mah.,2,1,90,34,3,24000
 Kadıköy , Fenerbahçe Mah.,3,1,145,45,4,52000
 Kağıthane , Talatpaşa Mah.,2,1,75,5,4,33500
 Küçükçekmece , Kartaltepe Mah.,3,1,105,25,4,18000
 Maltepe , Bağlarbaşı Mah.,2,1,75,10,1,22000
 Küçükçekmece , İstasyon Mah.,4,1,180,21,0,55000
 Bağcılar , Fatih Mah.,2,1,119,18,3,26000
 Esenyurt , Mehmet Akif Ersoy Mah.,2,1,100,9,0,11000
 Kartal , Kordonboyu Mah.,3,1,110,4,3,60000
 Beşiktaş , Dikilitaş Mah.,3,1,120,13,6,54000
 Güngören , Mareşal Çakmak Mah.,2,1,95,19,4,20000
 Ataşehir , Kayışdağı Mah.,1,1,50,0,1,29000
 Silivri , Yeni Mah.,2,1,110,1,5,26000
 Esenyurt , Güzelyurt Mah.,2,1,78,4,1,14000
 Kadıköy , 19 Mayıs Mah.,3,1,125,31,6,40000
 Eyüpsultan , İslambey Mah.,2,1,60,13,3,20000
 Kadıköy , Erenköy Mah.,4,1,170,35,2,65000
 Gaziosmanpaşa , Bağlarbaşı Mah.,2,1,107,2,1,30000
 Kartal , Petroliş Mah.,3,1,105,6,1,35500
 Avcılar , Firuzköy Mah.,2,1,100,16,2,14000
 Kağıthane , Yeşilce Mah.,2,1,70,6,6,45000
 Kadıköy , Feneryolu Mah.,3,1,135,21,4,59000
 Bakırköy , Zuhuratbaba Mah.,2,1,95,0,4,64000
 Bağcılar , Bağlar Mah.,3,1,120,26,2,18500
 Kadıköy , Caferağa Mah.,3,1,150,32,3,57500
 Avcılar , Cihangir Mah.,2,1,70,5,1,15500
 Kartal , Soğanlık Yeni Mah.,2,1,85,13,3,29000
 Pendik , Kurtköy Mah.,3,1,123,0,6,42000
 Esenyurt , Mehterçeşme Mah.,2,1,120,9,3,20000
 Avcılar , Firuzköy Mah.,2,1,120,27,2,15000
 Büyükçekmece , Sinanoba Mah.,4,1,132,21,5,35000
 Ataşehir , Esatpaşa Mah.,2,1,85,7,2,25000
 Maltepe , Feyzullah Mah.,1,1,50,4,0,20000
 Şişli , Mecidiyeköy Mah.,1,1,50,4,2,25000
 Sarıyer , Zekeriyaköy Mah.,4,1,190,40,2,65000
 Maltepe , Başıbüyük Mah.,2,1,110,25,3,26000
 Şişli , Mecidiyeköy Mah.,2,1,85,13,3,30000
 Pendik , Bahçelievler Mah.,3,1,150,28,2,20000
 Tuzla , Aydınlı Mah.,3,1,160,4,4,30000
 Esenyurt , Orhan Gazi Mah.,2,1,95,8,0,9500
 Esenyurt , Turgut Özal Mah.,3,1,145,5,3,26500
 Pendik , Güllü Bağlar Mah.,1,1,60,4,2,27000
 Esenyurt , Üçevler Mah.,2,1,90,8,1,15000
 Beşiktaş , Nisbetiye Mah.,3,1,150,40,4,45000
 Esenyurt , Akçaburgaz Mah.,2,1,90,8,1,14500
 Pendik , Yenişehir Mah.,3,1,153,11,1,37500
 Beşiktaş , Vişnezade Mah.,2,1,110,31,2,60000
 Fatih , Hırka-i Şerif Mah.,1,1,75,30,3,25000
 Bakırköy , Kartaltepe Mah.,2,1,95,30,0,25000
 Bakırköy , Kartaltepe Mah.,1,1,60,40,1,17000
 Sarıyer , Zekeriyaköy Mah.,1,1,89,5,4,45000
 Şişli , Merkez Mah.,3,1,150,35,6,55000
 Maltepe , Bağlarbaşı Mah.,1,1,60,4,1,28000
 Kartal , Yakacık Yeni Mah.,1,1,65,11,0,27000
 Tuzla , Şifa Mah.,2,1,95,5,1,15500
 Kağıthane , Çeliktepe Mah.,3,1,180,11,4,38000
 Eyüpsultan , Güzeltepe Mah.,1,1,90,9,0,18500
 Kartal , Cumhuriyet Mah.,2,1,100,0,4,24500
 Kadıköy , Kozyatağı Mah.,2,1,100,6,3,46500
 Çekmeköy , Mimar Sinan Mah.,3,1,135,21,8,39500
 Bakırköy , Kartaltepe Mah.,3,1,180,26,3,35000
 Kartal , Atalar Mah.,3,1,90,15,1,23950
 Küçükçekmece , Fatih Mah.,3,1,115,4,3,36000
 Şişli , Bozkurt Mah.,3,1,95,18,4,37500
 Şişli , Teşvikiye Mah.,3,1,150,35,5,50000
 Sarıyer , Ayazağa Mah.,1,1,77,4,3,45000
 Kadıköy , Bostancı Mah.,3,1,120,6,8,70000
 Sancaktepe , Abdurrahmangazi Mah.,2,1,96,0,1,22000
 Kadıköy , Göztepe Mah.,3,1,140,35,6,50000
 Çekmeköy , Cumhuriyet Mah.,3,1,160,11,8,31000
 Pendik , Kavakpınar Mah.,2,1,90,5,3,19000
 Kadıköy , Kozyatağı Mah.,3,1,120,1,2,62000
 Maltepe , Küçükyalı Mah.,2,1,100,26,4,35000
 Kartal , Çavuşoğlu Mah.,3,1,120,2,2,45000
 Şişli , Esentepe Mah.,2,1,90,21,3,30000
 Beylikdüzü , Gürpınar Mah.,3,1,140,10,3,35000
 Beşiktaş , Etiler Mah.,1,1,60,5,2,65000
 Eyüpsultan , Mithatpaşa Mah.,1,1,55,0,0,24000
 Pendik , Güzelyalı Mah.,3,1,150,25,3,26000
 Esenyurt , Talatpaşa Mah.,2,1,85,5,0,10000
 Beşiktaş , Kültür Mah.,3,1,125,40,5,65000
 Başakşehir , Kayabaşı Mah.,2,1,90,5,5,28500
 Maltepe , Fındıklı Mah.,2,1,100,15,2,26000
 Kağıthane , Gültepe Mah.,3,1,120,7,1,37000
 Kartal , Yunus Mah.,2,1,105,5,1,23750
 Esenyurt , Yeşilkent Mah.,1,1,80,5,6,14000
 Kadıköy , Caferağa Mah.,2,1,120,10,4,67000
 Sancaktepe , Safa Mah.,2,1,130,1,1,19000
 Beylikdüzü , Gürpınar Mah.,2,1,110,0,4,22000
 Pendik , Sülüntepe Mah.,3,1,145,12,6,35000
 Beşiktaş , Dikilitaş Mah.,3,1,140,25,1,35000
 Beylikdüzü , Yakuplu Mah.,2,1,115,2,4,20000
 Maltepe , İdealtepe Mah.,3,1,150,0,5,68000
 Eyüpsultan , Mithatpaşa Mah.,3,1,145,5,0,50000
 Beylikdüzü , Gürpınar Mah.,2,1,110,7,2,22000
 Üsküdar , Zeynep Kamil Mah.,2,1,80,40,0,17000
 Kadıköy , 19 Mayıs Mah.,2,1,140,30,4,45000
 Şişli , Esentepe Mah.,3,1,135,31,5,40000
 Pendik , Yenişehir Mah.,3,1,118,21,4,23500
 Pendik , Fatih Mah.,2,1,85,0,3,22000
 Maltepe , İdealtepe Mah.,1,1,55,4,0,26000
 Kadıköy , Göztepe Mah.,3,1,110,0,5,75000
 Silivri , Yeni Mah.,2,1,120,4,1,25000
 Bakırköy , Kartaltepe Mah.,3,1,125,35,3,30000
 Başakşehir , Kayabaşı Mah.,2,1,68,11,8,18000
 Büyükçekmece , Fatih Mah.,2,1,105,4,1,25000
 Kadıköy , Acıbadem Mah.,2,1,80,31,0,30000
 Beyoğlu , Örnektepe Mah.,2,1,100,0,1,30000
 Silivri , Cumhuriyet Mah.,3,1,120,31,2,25000
 Ümraniye , Yamanevler Mah.,3,1,200,3,0,80000
 Küçükçekmece , Cennet Mah.,3,1,110,6,4,38000
 Beylikdüzü , Yakuplu Mah.,1,1,63,11,0,12500
 Büyükçekmece , 19 Mayıs Mah.,4,1,210,25,2,35000
 Esenyurt , Atatürk Mah.,2,1,100,7,0,9000
 Avcılar , Merkez Mah.,3,1,100,0,6,32000
 Kadıköy , Kozyatağı Mah.,4,1,170,0,4,80000
 Büyükçekmece , Celaliye Mah.,2,1,100,3,-3,17000
 Kağıthane , Seyrantepe Mah.,2,1,102,3,4,75000
 Kartal , Soğanlık Yeni Mah.,2,1,96,12,6,36500
 Adalar , Nizam Mah.,3,1,130,25,3,49000
 Silivri , Cumhuriyet Mah.,4,1,170,30,2,35000
 Sarıyer , Yeniköy Mah.,1,1,75,30,0,21000
 Büyükçekmece , Sinanoba Mah.,2,1,85,13,3,20000
 Kağıthane , Çeliktepe Mah.,1,1,60,8,0,14000
 Şişli , Kuştepe Mah.,1,1,50,4,1,18000
 Beyoğlu , Yenişehir Mah.,2,1,70,25,3,15000
 Şişli , Kuştepe Mah.,2,1,90,5,1,15000
 Silivri , Alipaşa Mah.,2,1,90,2,5,17000
 Şişli , Bozkurt Mah.,2,1,85,25,1,25000
 Ümraniye , Çakmak Mah.,2,1,60,0,1,25000
 Maltepe , Feyzullah Mah.,3,1,135,26,2,55000
 Maltepe , Altayçeşme Mah.,4,1,160,16,2,50000
 Üsküdar , Murat Reis Mah.,2,1,80,4,0,21500
 Kağıthane , Hamidiye Mah.,2,1,110,16,2,28000
 Şile , İmrendere Mah.,4,1,180,16,0,37500
 Sarıyer , Bahçeköy Yeni Mah.,3,1,165,16,4,40000
 Şişli , Halide Edip Adıvar Mah.,2,1,90,21,2,30000
 Beşiktaş , Türkali Mah.,1,1,49,40,1,20000
 Ataşehir , Atatürk Mah.,1,1,77,25,8,36500
 Çekmeköy , Hamidiye Mah.,2,1,90,14,-2,15500
 Pendik , Kavakpınar Mah.,2,1,118,22,-3,8000
 Pendik , Güzelyalı Mah.,3,1,140,20,-2,25000
 Sarıyer , Ferahevler Mah.,2,1,115,26,5,38000
 Kadıköy , Suadiye Mah.,3,1,150,40,1,20000
 Tuzla , Evliya Çelebi Mah.,3,1,129,5,3,35000
 Başakşehir , Kayabaşı Mah.,3,1,198,11,2,38500
 Çekmeköy , Hamidiye Mah.,2,1,90,5,3,17000
 Fatih , Mevlanakapı Mah.,2,1,80,35,2,19500
 Küçükçekmece , Atakent Mah.,2,1,85,26,4,21000
 Sarıyer , Cumhuriyet Mah.,3,1,135,27,3,37500
 Beyoğlu , Çatma Mescit Mah.,2,1,120,60,1,35000
 Kağıthane , Seyrantepe Mah.,2,1,90,8,-2,18000
 Şişli , Ergenekon Mah.,3,1,190,30,1,60000
 Küçükçekmece , Cumhuriyet Mah.,3,1,110,10,0,15000
 Fatih , Haseki Sultan Mah.,2,1,130,31,3,25000
 Bahçelievler , Siyavuşpaşa Mah.,3,1,120,40,4,30000
 Başakşehir , Güvercintepe Mah.,2,1,101,4,6,21000
 Esenyurt , Koza Mah.,2,1,165,5,2,32500
 Ataşehir , Küçükbakkalköy Mah.,3,1,130,31,1,45000
 Kağıthane , Emniyet Evleri Mah.,2,1,80,40,3,23000
 Silivri , Piri Mehmet Paşa Mah.,2,1,95,0,-2,20000
 Şişli , Mecidiyeköy Mah.,2,1,90,10,1,34500
 Sultangazi , İsmetpaşa Mah.,2,1,100,16,1,13000
 Kağıthane , Hürriyet Mah.,2,1,65,4,0,18000
 Beylikdüzü , Adnan Kahveci Mah.,1,1,80,2,3,21000
 Kadıköy , Erenköy Mah.,2,1,90,0,7,45000
 Silivri , Yeni Mah.,3,1,125,25,2,20000
 Esenyurt , Barbaros Hayrettin Paşa Mah.,2,1,100,8,3,23000
 Esenyurt , Akçaburgaz Mah.,2,1,100,5,3,16000
 Kartal , Petroliş Mah.,3,1,120,32,0,14000
 Kadıköy , Kozyatağı Mah.,3,1,120,35,4,36000
 Kağıthane , Ortabayır Mah.,3,1,120,25,2,21500
 Beşiktaş , Nisbetiye Mah.,2,1,120,31,-1,51000
 Üsküdar , Selami Ali Mah.,3,1,130,27,4,30000
 Şişli , Mecidiyeköy Mah.,2,1,82,15,0,17000
 Şişli , Ergenekon Mah.,1,1,80,40,1,23500
 Beşiktaş , Türkali Mah.,2,1,70,4,3,45000
 Kağıthane , Emniyet Evleri Mah.,2,1,82,25,4,15500
 Kadıköy , Sahrayı Cedit Mah.,3,1,105,32,6,37000
 Ataşehir , Barbaros Mah.,2,1,90,24,5,36000
 Bakırköy , Ataköy 2-5-6. Kısım Mah.,3,1,127,26,5,40000
 Beşiktaş , Gayrettepe Mah.,3,1,150,40,3,60000
 Sarıyer , Tarabya Mah.,1,1,100,25,1,15000
 Fatih , Mevlanakapı Mah.,2,1,80,42,1,15000
 Sarıyer , Ptt Evleri Mah.,1,1,80,15,1,16000
 Şişli , Fulya Mah.,2,1,90,29,1,45000
 Beşiktaş , Levent Mah.,3,1,150,26,5,75000
 Bahçelievler , Şirinevler Mah.,2,1,85,13,5,16000
 Şişli , Mecidiyeköy Mah.,2,1,75,5,-2,14500
 Pendik , Dumlupınar Mah.,2,1,114,0,1,32000
 Beykoz , Merkez Mah.,1,1,60,21,0,21000
 Avcılar , Denizköşkler Mah.,1,1,90,5,0,16500
 Sarıyer , Reşitpaşa Mah.,3,1,150,25,5,35000
 Şişli , Duatepe Mah.,3,1,120,6,0,40000
 Fatih , Haseki Sultan Mah.,3,1,130,45,3,25000
 Kağıthane , Merkez Mah.,2,1,80,13,0,13000
 Fatih , Molla Gürani Mah.,4,1,130,35,1,30000
 Şişli , Meşrutiyet Mah.,1,1,45,10,3,45000
 Beşiktaş , Konaklar Mah.,2,1,82,25,2,25000
 Kağıthane , Talatpaşa Mah.,2,1,130,15,3,35500
 Kadıköy , Caddebostan Mah.,3,1,110,0,4,85000
 Sarıyer , Tarabya Mah.,3,1,135,25,3,32000
 Üsküdar , Murat Reis Mah.,1,1,50,0,0,25000
 Ümraniye , Finanskent Mah.,1,1,120,1,3,33000
 Bayrampaşa , Altıntepsi Mah.,2,1,75,25,3,16000
 Pendik , Çınardere Mah.,2,1,95,6,6,28500
 Esenyurt , Yeşilkent Mah.,3,1,128,14,0,23000
 Üsküdar , Bulgurlu Mah.,1,1,65,25,5,20000
 Şişli , Teşvikiye Mah.,1,1,75,35,3,50000
 Bahçelievler , Hürriyet Mah.,1,1,65,2,0,18000
 Bahçelievler , Siyavuşpaşa Mah.,1,1,75,24,5,15000
 Kadıköy , Göztepe Mah.,3,1,140,45,5,35000
 Beşiktaş , Gayrettepe Mah.,3,1,150,31,6,56000
 Büyükçekmece , Fatih Mah.,3,1,145,20,3,18000
 Kağıthane , Ortabayır Mah.,2,1,85,35,3,18500
 Şişli , Ergenekon Mah.,2,1,55,35,0,25000
 Şişli , Kuştepe Mah.,2,1,76,4,3,25000
 Ataşehir , Kayışdağı Mah.,2,1,70,6,1,20500
 Bakırköy , Cevizlik Mah.,2,1,80,31,4,26000
 Bahçelievler , Siyavuşpaşa Mah.,3,1,130,16,3,40000
 Kadıköy , Merdivenköy Mah.,3,1,120,35,6,33000
 Beyoğlu , Ömer Avni Mah.,1,1,80,31,-1,30000
 Güngören , Gençosman Mah.,2,1,90,30,3,20000
 Şişli , Gülbahar Mah.,1,1,70,6,5,19000
 Beyoğlu , Kalyoncu Kulluğu Mah.,1,1,60,20,3,23000
 Sancaktepe , Atatürk Mah.,2,1,115,25,5,15000
 Zeytinburnu , Beştelsiz Mah.,2,1,100,30,4,24900
 Esenyurt , Üçevler Mah.,1,1,70,7,7,11000
 Küçükçekmece , Gültepe Mah.,3,1,120,25,2,25000
 Sancaktepe , Osmangazi Mah.,3,1,120,26,1,23000
 Sarıyer , Maden Mah.,1,1,55,25,0,22000
 Beyoğlu , Kamer Hatun Mah.,2,1,112,25,3,22000
 Fatih , Haseki Sultan Mah.,2,1,80,45,2,20000
 Başakşehir , Bahçeşehir 1. Kısım Mah.,3,1,163,5,2,39000
 Kadıköy , Eğitim Mah.,1,1,70,50,1,18750
 Bahçelievler , Şirinevler Mah.,4,1,130,30,3,25000
 Eyüpsultan , İslambey Mah.,2,1,95,30,1,20000
 Bahçelievler , Bahçelievler Mah.,2,1,90,4,4,45000
 Bahçelievler , Yenibosna Merkez Mah.,4,1,190,11,3,65000
 Küçükçekmece , Atakent Mah.,3,1,132,5,5,38000
 Sarıyer , Ayazağa Mah.,1,1,86,5,5,60000
 Üsküdar , Barbaros Mah.,4,1,220,0,3,78000
 Beyoğlu , Sururi Mehmet Efendi Mah.,2,1,95,35,2,25000
 Şişli , Fulya Mah.,3,1,140,35,5,31000
 Kadıköy , Bostancı Mah.,3,1,120,1,7,75000
 Kadıköy , Feneryolu Mah.,4,1,220,26,3,65000
 Kartal , Uğur Mumcu Mah.,3,1,130,30,5,23000
 Eyüpsultan , Emniyettepe Mah.,2,1,90,11,5,35000
 Bakırköy , Ataköy 2-5-6. Kısım Mah.,3,1,127,31,7,42500
 Sancaktepe , Safa Mah.,2,1,75,5,1,21500
 Kadıköy , Merdivenköy Mah.,3,1,115,31,3,29500
 Avcılar , Ambarlı Mah.,2,1,100,31,4,13000
 Bahçelievler , Bahçelievler Mah.,2,1,120,0,4,55000
 Ataşehir , Kayışdağı Mah.,1,1,55,0,1,29000
 Güngören , Akıncılar Mah.,2,1,120,30,-3,18000
 Bakırköy , Yeşilköy Mah.,3,1,160,15,0,80000
 Üsküdar , Bahçelievler Mah.,3,1,135,12,1,40000
 Kağıthane , Gürsel Mah.,2,1,82,2,8,35000
 Kağıthane , Ortabayır Mah.,3,1,125,20,0,25000
 Eyüpsultan , Mimar Sinan Mah.,1,1,75,6,5,40000
 Bağcılar , Hürriyet Mah.,2,1,100,26,4,18500
 Maltepe , Aydınevler Mah.,1,1,60,0,0,38500
 Kağıthane , Çağlayan Mah.,2,1,95,25,1,17000
 Beylikdüzü , Adnan Kahveci Mah.,2,1,135,5,1,25000
 Kartal , Orhantepe Mah.,2,1,100,0,6,30000
 Tuzla , Aydıntepe Mah.,1,1,65,7,5,27500
 Üsküdar , Bahçelievler Mah.,3,1,173,2,6,60000
 Ataşehir , Atatürk Mah.,3,1,120,26,7,35000
 Maltepe , Zümrütevler Mah.,1,1,63,1,6,38000
 Güngören , Haznedar Mah.,3,1,120,45,3,25000
 Beşiktaş , Mecidiye Mah.,4,1,150,21,3,57000
 Beylikdüzü , Kavaklı Mah.,2,1,115,0,3,30000
 Beylikdüzü , Kavaklı Mah.,2,1,90,5,0,15000
 Esenyurt , Koza Mah.,1,1,85,5,5,15000
 Maltepe , Zümrütevler Mah.,2,1,80,5,0,20500
 Bayrampaşa , Altıntepsi Mah.,1,1,75,21,1,24000
 Esenyurt , Mehterçeşme Mah.,2,1,100,10,2,16000
 Şişli , Teşvikiye Mah.,3,1,130,30,5,50000
 Eyüpsultan , Mimar Sinan Mah.,2,1,128,3,2,54000
 Çekmeköy , Sultançiftliği Mah.,3,1,140,21,7,30000
 Üsküdar , Aziz Mahmut Hüdayi Mah.,1,1,40,0,3,27000
 Beşiktaş , Konaklar Mah.,3,1,150,28,3,60000
 Gaziosmanpaşa , Mevlana Mah.,2,1,90,16,4,17000
 Üsküdar , Cumhuriyet Mah.,2,1,140,15,3,25000
 Kartal , Kordonboyu Mah.,2,1,125,3,5,70000
 Şişli , Gülbahar Mah.,4,1,205,25,5,30000
 Maltepe , İdealtepe Mah.,4,1,200,0,5,78000
 Pendik , Fatih Mah.,2,1,80,5,6,25000
 Maltepe , Altıntepe Mah.,2,1,100,18,2,37500
 Kartal , Gümüşpınar Mah.,2,1,112,1,6,26000
 Sultanbeyli , Adil Mah.,1,1,58,4,4,19500
 Maltepe , Zümrütevler Mah.,1,1,83,11,-1,34000
 Kadıköy , 19 Mayıs Mah.,3,1,120,0,5,62000
 Kağıthane , Hamidiye Mah.,4,1,150,15,7,30000
 Beylikdüzü , Sahil Mah.,3,1,150,0,2,40000
 Beylikdüzü , Adnan Kahveci Mah.,2,1,80,5,6,20000
 Maltepe , Bağlarbaşı Mah.,3,1,120,29,1,27500
 Maltepe , İdealtepe Mah.,3,1,130,26,3,29000
 Maltepe , Altıntepe Mah.,2,1,100,30,2,33000
 Maltepe , Altıntepe Mah.,1,1,80,0,0,30000
 Başakşehir , Başak Mah.,2,1,120,0,5,35000
 Bahçelievler , Siyavuşpaşa Mah.,2,1,75,20,5,20000
 Esenyurt , Akevler Mah.,3,1,150,12,0,21250
 Beyoğlu , Kılıçali Paşa Mah.,2,1,130,50,5,80000
 Kadıköy , Bostancı Mah.,2,1,135,35,-1,55000
 Bağcılar , Merkez Mah.,3,1,145,26,1,25000
 Pendik , Kavakpınar Mah.,2,1,92,3,4,28000
 Sultanbeyli , Battalgazi Mah.,3,1,120,0,2,23000
 Şişli , Esentepe Mah.,2,1,100,19,1,32000
 Beşiktaş , Vişnezade Mah.,3,1,150,60,3,58000
 Küçükçekmece , Cumhuriyet Mah.,2,1,80,50,0,15500
 Silivri , Alibey Mah.,2,1,95,10,1,15000
 Kartal , Esentepe Mah.,1,1,76,0,2,35000
 Maltepe , Feyzullah Mah.,3,1,140,21,8,42000
 Küçükçekmece , Cennet Mah.,1,1,60,25,0,15250
 Üsküdar , Bulgurlu Mah.,3,1,110,30,1,29000
 Kartal , Atalar Mah.,2,1,84,4,4,31500
 Ümraniye , Elmalıkent Mah.,3,1,200,0,3,65000
 Başakşehir , Bahçeşehir 1. Kısım Mah.,2,1,130,15,5,30000
 Beşiktaş , Dikilitaş Mah.,2,1,110,27,3,35000
 Pendik , Kavakpınar Mah.,2,1,80,0,1,19000
 Şişli , Eskişehir Mah.,2,1,80,10,3,35000
 Gaziosmanpaşa , Karayolları Mah.,2,1,114,5,4,60000
 Kadıköy , Sahrayı Cedit Mah.,3,1,140,32,8,40000
 Üsküdar , İcadiye Mah.,1,1,70,15,3,25000
 Silivri , Yeni Mah.,2,1,110,0,1,22000
 Beşiktaş , Nisbetiye Mah.,2,1,120,40,3,50000
 Sarıyer , Pınar Mah.,1,1,50,31,0,11000
 Tuzla , Tepeören Mah.,1,1,55,16,0,29000
 Beşiktaş , Abbasağa Mah.,2,1,70,30,1,26000
 Fatih , Koca Mustafapaşa Mah.,1,1,75,45,1,17500
 Ümraniye , Madenler Mah.,3,1,155,16,7,45000
 Beşiktaş , Ulus Mah.,3,1,200,21,5,85000
 Sultanbeyli , Battalgazi Mah.,2,1,110,4,4,18500
 Üsküdar , Mimar Sinan Mah.,3,1,100,31,2,35000
 Kağıthane , Ortabayır Mah.,2,1,85,35,3,20000
 Fatih , Şehremini Mah.,1,1,70,35,1,16000
 Avcılar , Ambarlı Mah.,3,1,135,16,5,18000
 Sarıyer , Cumhuriyet Mah.,2,1,115,27,3,22000
 Kadıköy , Osmanağa Mah.,1,1,60,25,5,36000
 Sarıyer , Maslak Mah.,2,1,125,11,2,70000
 Eyüpsultan , Defterdar Mah.,2,1,120,15,3,7000
 Beylikdüzü , Büyükşehir Mah.,1,1,90,11,7,22000
 Kadıköy , Osmanağa Mah.,1,1,40,31,5,35000
 Şişli , Merkez Mah.,2,1,140,30,4,45000
 Sarıyer , Zekeriyaköy Mah.,2,1,105,27,0,43000
 Esenyurt , Mehterçeşme Mah.,2,1,105,0,3,15000
 Beşiktaş , Ortaköy Mah.,1,1,50,30,5,28000
 Avcılar , Cihangir Mah.,2,1,85,10,1,20500
 Bahçelievler , Şirinevler Mah.,1,1,58,22,1,15000
 Zeytinburnu , Sümer Mah.,1,1,55,28,0,11000
 Fatih , Haseki Sultan Mah.,3,1,110,45,3,35000
 Şişli , Merkez Mah.,2,1,85,25,3,35000
 Şişli , Mecidiyeköy Mah.,2,1,85,25,5,18500
 Beyoğlu , Firuzağa Mah.,2,1,95,35,0,24500
 Kadıköy , Osmanağa Mah.,1,1,45,30,2,34000
 Küçükçekmece , Fevzi Çakmak Mah.,1,1,60,0,0,15000
 Şişli , Gülbahar Mah.,1,1,45,11,0,22000
 Ümraniye , İnkılap Mah.,2,1,85,0,5,25250
 Kağıthane , Sultan Selim Mah.,1,1,55,1,1,20000
 Bahçelievler , Hürriyet Mah.,2,1,95,28,4,18000
 Sarıyer , Huzur Mah.,3,1,110,24,4,42000
 Beyoğlu , Çatma Mescit Mah.,2,1,90,10,2,30000
 Fatih , Akşemsettin Mah.,2,1,75,11,4,24000
 Büyükçekmece , Pınartepe Mah.,3,1,190,5,0,45000
 Sancaktepe , Osmangazi Mah.,2,1,85,1,3,19000
 Üsküdar , Mimar Sinan Mah.,1,1,70,35,3,32500
 Şişli , Fulya Mah.,2,1,90,35,4,40000
 Beyoğlu , Hacımimi Mah.,2,1,80,35,2,35000
 Eyüpsultan , Karadolap Mah.,2,1,80,0,5,25000
 Beşiktaş , Ortaköy Mah.,2,1,90,35,1,55000
 Kadıköy , 19 Mayıs Mah.,3,1,125,31,3,33000
 Şişli , Ergenekon Mah.,3,1,140,35,1,35000
 Esenyurt , Fatih Mah.,1,1,80,7,1,14000
 Sultangazi , Sultançiftliği Mah.,2,1,80,16,0,15000
 Şişli , Mecidiyeköy Mah.,2,1,100,15,2,38000
 Arnavutköy , Hadımköy Mah.,2,1,75,13,7,15000
 Bakırköy , Ataköy 7-8-9-10. Kısım Mah.,1,1,42,5,2,26500
 Esenyurt , Yeşilkent Mah.,2,1,110,11,3,24000
 Kadıköy , Sahrayı Cedit Mah.,3,1,135,31,8,36000
 Esenyurt , Cumhuriyet Mah.,1,1,90,7,3,13000
 Kadıköy , Erenköy Mah.,3,1,110,7,4,62000
 Kadıköy , Kozyatağı Mah.,3,1,126,33,1,44000
 Fatih , Seyyid Ömer Mah.,2,1,85,42,3,20000
 Bahçelievler , Kocasinan Merkez Mah.,2,1,95,0,0,29000
 Kadıköy , Kozyatağı Mah.,3,1,145,35,1,37000
 Kartal , Hürriyet Mah.,3,1,140,22,1,23500
 Ümraniye , İstiklal Mah.,2,1,110,30,4,25000
 Şişli , Paşa Mah.,2,1,85,30,0,16000
 Kağıthane , Hürriyet Mah.,2,1,100,50,4,28000
 Beyoğlu , Yenişehir Mah.,1,1,70,35,0,18000
 Beylikdüzü , Gürpınar Mah.,2,1,110,6,5,18000
 Kadıköy , Caferağa Mah.,2,1,90,40,1,29000
 Ataşehir , İçerenköy Mah.,3,1,110,25,3,25000
 Zeytinburnu , Yeşiltepe Mah.,2,1,120,28,4,23500
 Eyüpsultan , İslambey Mah.,2,1,90,5,3,22000
 Ümraniye , Finanskent Mah.,1,1,65,4,8,31500
 Küçükçekmece , Yeni Mahalle Mah.,1,1,65,14,0,14000
 Üsküdar , Salacak Mah.,2,1,85,31,0,28000
 Üsküdar , Küçüksu Mah.,3,1,155,25,3,60000
 Gaziosmanpaşa , Yıldıztabya Mah.,3,1,170,0,8,32000
 Bayrampaşa , Kocatepe Mah.,2,1,95,35,5,23000
 Esenyurt , Güzelyurt Mah.,1,1,80,9,4,14000
 Sarıyer , Büyükdere Mah.,3,1,160,25,2,50000
 Beşiktaş , Nisbetiye Mah.,3,1,165,33,3,72500
 Büyükçekmece , Pınartepe Mah.,3,1,180,11,4,30000
 Kağıthane , Gürsel Mah.,2,1,85,4,1,22000
 Üsküdar , Salacak Mah.,2,1,80,0,4,38000
 Şişli , Mecidiyeköy Mah.,4,1,140,10,5,26000
 Sarıyer , Huzur Mah.,2,1,90,2,7,75000
 Kartal , Esentepe Mah.,2,1,78,7,3,27750
 Bayrampaşa , Altıntepsi Mah.,2,1,95,15,1,20000
 Sancaktepe , Fatih Mah.,2,1,120,5,1,21000
 Kadıköy , 19 Mayıs Mah.,3,1,145,26,8,50000
 Kartal , Esentepe Mah.,2,1,88,4,3,28000
 Esenyurt , Selahaddin Eyyubi Mah.,2,1,100,5,0,9500
 Şişli , Halide Edip Adıvar Mah.,2,1,90,10,1,12000
 Bahçelievler , Soğanlı Mah.,3,1,125,36,1,35000
 Bahçelievler , Siyavuşpaşa Mah.,1,1,75,24,5,15000
 Beşiktaş , Dikilitaş Mah.,3,1,100,0,6,65000
 Üsküdar , Bulgurlu Mah.,1,1,70,18,1,22500
 Maltepe , Altıntepe Mah.,3,1,110,0,3,62000
 Küçükçekmece , Yarımburgaz Mah.,2,1,100,0,5,20000
 Şişli , Cumhuriyet Mah.,3,1,150,38,3,36000
 Sarıyer , Rumeli Hisarı Mah.,3,1,125,39,4,70000
 Beşiktaş , Gayrettepe Mah.,3,1,135,40,6,50000
