district,neighborhood,room,living_room,area,age,floor,price
 Şişli , Merkez Mah.,2,1,85,25,3,35000
 Şişli , Mecidiyeköy Mah.,2,1,85,25,5,18500
 Kartal , Yalı Mah.,1,1,65,5,19,29500
 Beyoğlu , Firuzağa Mah.,2,1,95,35,0,24500
 Kadıköy , Osmanağa Mah.,1,1,45,30,2,34000
 Şişli , Halaskargazi Mah.,2,1,180,1,8,230000
 Beykoz , Acarlar Mah.,6,2,750,15,2,575000
 Tuzla , Cami Mah.,3,2,220,7,5,60000
 Küçükçekmece , Fevzi Çakmak Mah.,1,1,60,0,0,15000
 Şişli , Gülbahar Mah.,1,1,45,11,0,22000
 Avcılar , Merkez Mah.,1,0,55,0,0,15000
 Sarıyer , Maslak Mah.,2,1,136,5,21,110000
 Ümraniye , İnkılap Mah.,2,1,85,0,5,25250
 Kağıthane , Sultan Selim Mah.,1,1,55,1,1,20000
 Beşiktaş , Nisbetiye Mah.,4,1,350,0,3,350000
 Bahçelievler , Hürriyet Mah.,2,1,95,28,4,18000
 Sarıyer , Huzur Mah.,3,1,110,24,4,42000
 Beyoğlu , Çatma Mescit Mah.,2,1,90,10,2,30000
 Fatih , Akşemsettin Mah.,2,1,75,11,4,24000
 Büyükçekmece , Pınartepe Mah.,3,1,190,5,0,45000
 Kağıthane , Talatpaşa Mah.,2,1,75,5,10,34500
 Sancaktepe , Osmangazi Mah.,2,1,85,1,3,19000
 Üsküdar , Mimar Sinan Mah.,1,1,70,35,3,32500
 Şişli , Fulya Mah.,2,1,90,35,4,40000
 Beyoğlu , Hacımimi Mah.,2,1,80,35,2,35000
 Bakırköy , Yeşilköy Mah.,4,1,250,30,3,105000
 Eyüpsultan , Karadolap Mah.,2,1,80,0,5,25000
 Beşiktaş , Ortaköy Mah.,2,1,90,35,1,55000
 Kadıköy , 19 Mayıs Mah.,3,1,125,31,3,33000
 Beyoğlu , Asmalı Mescit Mah.,1,0,70,80,5,72000
 Şişli , Ergenekon Mah.,3,1,140,35,1,35000
 Esenyurt , Fatih Mah.,1,1,80,7,1,14000
 Sultangazi , Sultançiftliği Mah.,2,1,80,16,0,15000
 Şişli , Mecidiyeköy Mah.,2,1,100,15,2,38000
 Arnavutköy , Hadımköy Mah.,2,1,75,13,7,15000
 Bakırköy , Ataköy 7-8-9-10. Kısım Mah.,1,1,42,5,2,26500
 Esenyurt , Yeşilkent Mah.,2,1,110,11,3,24000
 Kadıköy , Sahrayı Cedit Mah.,3,1,135,31,8,36000
 Esenyurt , Cumhuriyet Mah.,1,1,90,7,3,13000
 Başakşehir , Bahçeşehir 1. Kısım Mah.,2,1,140,19,14,30500
 Kadıköy , Erenköy Mah.,3,1,110,7,4,62000
 Şişli , Cumhuriyet Mah.,1,123,50,10,4,35000
 Kadıköy , Kozyatağı Mah.,3,1,126,33,1,44000
 Fatih , Seyyid Ömer Mah.,2,1,85,42,3,20000
 Bahçelievler , Kocasinan Merkez Mah.,2,1,95,0,0,29000
 Kadıköy , Kozyatağı Mah.,3,1,145,35,1,37000
 Kartal , Hürriyet Mah.,3,1,140,22,1,23500
 Beşiktaş , Kültür Mah.,3,1,310,36,4,240000
 Ümraniye , İstiklal Mah.,2,1,110,30,4,25000
 Şişli , Paşa Mah.,2,1,85,30,0,16000
 Kağıthane , Hürriyet Mah.,2,1,100,50,4,28000
 Beyoğlu , Yenişehir Mah.,1,1,70,35,0,18000
 Beylikdüzü , Gürpınar Mah.,2,1,110,6,5,18000
 Kadıköy , Caferağa Mah.,2,1,90,40,1,29000
 Ataşehir , İçerenköy Mah.,3,1,110,25,3,25000
 Zeytinburnu , Yeşiltepe Mah.,2,1,120,28,4,23500
 Eyüpsultan , İslambey Mah.,2,1,90,5,3,22000
 Ümraniye , Finanskent Mah.,1,1,65,4,8,31500
 Küçükçekmece , Yeni Mahalle Mah.,1,1,65,14,0,14000
 Üsküdar , Salacak Mah.,2,1,85,31,0,28000
 Üsküdar , Küçüksu Mah.,3,1,155,25,3,60000
 Gaziosmanpaşa , Yıldıztabya Mah.,3,1,170,0,8,32000
 Beyoğlu , Ömer Avni Mah.,180,160,180,45,3,120000
 Bayrampaşa , Kocatepe Mah.,2,1,95,35,5,23000
 Esenyurt , Güzelyurt Mah.,1,1,80,9,4,14000
 Sarıyer , Büyükdere Mah.,3,1,160,25,2,50000
 Beşiktaş , Nisbetiye Mah.,3,1,165,33,3,72500
 Büyükçekmece , Pınartepe Mah.,3,1,180,11,4,30000
 Sarıyer , Uskumruköy Mah.,4,1,290,10,2,280000
 Kağıthane , Gürsel Mah.,2,1,85,4,1,22000
 Sarıyer , Ayazağa Mah.,3,2,240,10,-1,52000
 Bakırköy , Şenlikköy Mah.,5,1,250,30,0,85000
 Kartal , Atalar Mah.,2,1,100,0,21,38000
 Üsküdar , Salacak Mah.,2,1,80,0,4,38000
 Şişli , Mecidiyeköy Mah.,4,1,140,10,5,26000
 Sarıyer , Huzur Mah.,2,1,90,2,7,75000
 Üsküdar , Kandilli Mah.,4,1,240,25,0,130000
 Kartal , Esentepe Mah.,2,1,78,7,3,27750
 Bayrampaşa , Altıntepsi Mah.,2,1,95,15,1,20000
 Sarıyer , Kumköy Mah.,4,1,400,11,2,170000
 Kadıköy , Fenerbahçe Mah.,3,1,150,4,4,100000
 Sancaktepe , Fatih Mah.,2,1,120,5,1,21000
 Kadıköy , 19 Mayıs Mah.,3,1,145,26,8,50000
 Kartal , Esentepe Mah.,2,1,88,4,3,28000
 Esenyurt , Selahaddin Eyyubi Mah.,2,1,100,5,0,9500
 Şişli , Halide Edip Adıvar Mah.,2,1,90,10,1,12000
 Beşiktaş , Ulus Mah.,3,1,180,1,3,240000
 Bahçelievler , Soğanlı Mah.,3,1,125,36,1,35000
 Bahçelievler , Siyavuşpaşa Mah.,1,1,75,24,5,15000
 Beşiktaş , Dikilitaş Mah.,3,1,100,0,6,65000
 Üsküdar , Bulgurlu Mah.,1,1,70,18,1,22500
 Maltepe , Altıntepe Mah.,3,1,110,0,3,62000
 Küçükçekmece , Yarımburgaz Mah.,2,1,100,0,5,20000
 Kadıköy , Suadiye Mah.,4,1,260,26,5,140000
 Şişli , Cumhuriyet Mah.,3,1,150,38,3,36000
 Sarıyer , Rumeli Hisarı Mah.,3,1,125,39,4,70000
 Beşiktaş , Etiler Mah.,2,1,240,16,5,230000
 Beşiktaş , Gayrettepe Mah.,3,1,135,40,6,50000
 Bağcılar , Yenimahalle Mah.,2,1,100,20,1,20000
 Beşiktaş , Etiler Mah.,3,1,130,40,2,45000
 Güngören , Gençosman Mah.,2,1,100,26,1,17000
 Zeytinburnu , Maltepe Mah.,2,1,135,1,4,60000
 Beşiktaş , Ortaköy Mah.,2,1,70,40,3,35000
 Beşiktaş , Ortaköy Mah.,2,1,110,30,4,50000
 Beykoz , Acarlar Mah.,4,1,300,5,1,340000
 Beyoğlu , Kılıçali Paşa Mah.,2,1,90,45,3,50000
 Şişli , Paşa Mah.,2,1,98,6,1,23000
 Kadıköy , Merdivenköy Mah.,3,1,135,37,4,40000
 Beykoz , Acarlar Mah.,4,1,400,11,0,150000
 Pendik , Esenler Mah.,2,1,100,35,1,15500
 Sarıyer , Maslak Mah.,3,1,170,23,11,93000
 Eyüpsultan , Alibeyköy Mah.,3,1,120,21,1,20000
 Pendik , Dumlupınar Mah.,2,1,119,0,6,40000
 Bakırköy , Zuhuratbaba Mah.,3,1,110,45,5,26000
 Kağıthane , Gültepe Mah.,1,1,40,9,0,12000
 Şişli , Kuştepe Mah.,2,1,75,7,2,23500
 Beşiktaş , Ulus Mah.,4,2,270,40,0,420000
 Fatih , Mevlanakapı Mah.,2,1,85,36,3,18000
 Zeytinburnu , Kazlıçeşme Mah.,2,1,100,25,1,20000
 Şişli , Gülbahar Mah.,2,1,75,13,-1,20000
 Bahçelievler , Soğanlı Mah.,2,1,95,30,5,12000
 Bakırköy , Yeşilköy Mah.,2,1,75,11,0,30000
 Şişli , Halil Rıfat Paşa Mah.,2,1,110,5,1,55000
 Maltepe , Bağlarbaşı Mah.,2,1,85,5,0,27500
 Bahçelievler , Siyavuşpaşa Mah.,2,1,90,30,0,13000
 Eyüpsultan , Göktürk Merkez Mah.,6,1,400,10,2,150000
 Bahçelievler , Zafer Mah.,2,1,85,37,4,15000
 Esenyurt , Mevlana Mah.,2,1,110,11,3,20000
 Kağıthane , Talatpaşa Mah.,1,1,60,4,0,18000
 Esenyurt , Cumhuriyet Mah.,1,1,101,11,12,19000
 Fatih , Seyyid Ömer Mah.,1,1,60,31,0,13000
 Şişli , Yayla Mah.,3,1,115,25,1,25000
 Başakşehir , Bahçeşehir 2. Kısım Mah.,5,1,350,11,0,120000
 Fatih , Sümbül Efendi Mah.,2,1,75,35,1,18000
 Pendik , Kaynarca Mah.,2,1,106,4,11,33000
 Küçükçekmece , Atakent Mah.,2,1,84,11,11,25000
 Kadıköy , Dumlupınar Mah.,3,1,135,31,8,36000
 Bağcılar , Bağlar Mah.,1,1,65,7,17,27000
 Şişli , Mecidiyeköy Mah.,2,1,84,0,3,50500
 Avcılar , Ambarlı Mah.,2,1,90,11,0,14000
 Kartal , Esentepe Mah.,2,1,124,0,6,50000
 Bahçelievler , Bahçelievler Mah.,3,1,180,0,8,90000
 Ümraniye , Parseller Mah.,5,2,275,15,2,165000
 Üsküdar , Küçüksu Mah.,3,1,115,29,0,21000
 Beykoz , Yalıköy Mah.,2,1,85,30,1,13000
 Kağıthane , Sultan Selim Mah.,2,1,82,5,10,35000
 Beşiktaş , Akat Mah.,3,1,175,31,0,149000
 Ataşehir , Kayışdağı Mah.,2,1,70,0,1,34000
 Kadıköy , Zühtüpaşa Mah.,3,1,130,26,12,42000
 Kağıthane , Nurtepe Mah.,2,1,85,8,1,21000
 Sarıyer , Maden Mah.,3,1,125,20,1,32000
 Beylikdüzü , Dereağzı Mah.,7,2,400,0,0,110000
 Gaziosmanpaşa , Karadeniz Mah.,1,1,72,5,3,27500
 Bakırköy , Yeşilköy Mah.,3,1,170,35,0,130000
 Pendik , Esenler Mah.,2,1,95,5,2,19000
 Şişli , Fulya Mah.,1,1,100,5,21,85000
 Esenyurt , Gökevler Mah.,2,1,90,8,8,18500
 Kadıköy , Fikirtepe Mah.,1,1,70,4,11,38000
 Pendik , Yenişehir Mah.,2,1,122,5,4,35000
 Esenyurt , Yeşilkent Mah.,3,1,130,10,4,17000
 Maltepe , Zümrütevler Mah.,2,1,108,1,1,50000
 Kadıköy , Kozyatağı Mah.,2,1,75,38,0,36000
 Tuzla , Postane Mah.,7,1,250,22,2,83000
 Bağcılar , Hürriyet Mah.,2,1,100,26,4,18500
 Beykoz , Acarlar Mah.,5,1,450,15,2,250000
 Eyüpsultan , Çırçır Mah.,2,1,90,2,3,32000
 Tuzla , Şifa Mah.,2,1,100,0,2,20000
 Maltepe , Bağlarbaşı Mah.,1,1,70,0,4,28000
 Ataşehir , Atatürk Mah.,2,1,130,6,21,42500
 Bakırköy , Yeşilköy Mah.,3,1,140,3,2,90000
 Ataşehir , Barbaros Mah.,3,1,186,11,3,85000
 Sarıyer , Ayazağa Mah.,1,1,72,5,0,34000
 Çekmeköy , Merkez Mah.,3,1,150,3,1,35500
 Sarıyer , Maslak Mah.,4,1,260,8,13,120000
 Sarıyer , Ayazağa Mah.,1,0,55,4,2,37000
 Maltepe , Fındıklı Mah.,2,1,80,15,2,36000
 Pendik , Yenişehir Mah.,3,1,100,28,1,28000
 Kadıköy , Dumlupınar Mah.,1,1,75,7,7,37000
 Esenyurt , Mehterçeşme Mah.,2,1,110,5,4,18000
 Tuzla , Aydınlı Mah.,2,1,75,11,8,17000
 Bakırköy , Kartaltepe Mah.,3,1,115,45,1,45000
 Üsküdar , Altunizade Mah.,2,1,189,5,0,125000
 Üsküdar , Barbaros Mah.,2,1,100,335,1,32500
 Kadıköy , Fenerbahçe Mah.,3,1,130,40,2,55000
 Üsküdar , Kısıklı Mah.,3,1,110,4,0,37500
 Şişli , Teşvikiye Mah.,2,2,120,5,4,180000
 Sarıyer , Ayazağa Mah.,3,1,177,5,6,110000
 Sarıyer , Huzur Mah.,2,1,102,4,3,78000
 Fatih , Seyyid Ömer Mah.,1,1,75,40,0,15000
 Beyoğlu , Cihangir Mah.,2,1,85,30,1,40000
 Sancaktepe , Meclis Mah.,3,1,120,16,1,22500
 Eyüpsultan , Göktürk Merkez Mah.,2,1,200,15,3,90000
 Esenyurt , Koza Mah.,4,1,170,8,2,20000
 Esenyurt , Cumhuriyet Mah.,1,1,75,5,11,16800
 Ataşehir , Fetih Mah.,2,1,95,24,1,31500
 Güngören , Güven Mah.,3,1,122,30,4,21000
 Beylikdüzü , Adnan Kahveci Mah.,4,2,330,22,15,40000
 Beşiktaş , Nisbetiye Mah.,3,1,160,30,1,95000
 Maltepe , Bağlarbaşı Mah.,3,1,120,31,3,36000
 Beykoz , Riva Mah.,5,2,500,10,2,125000
 Şişli , Fulya Mah.,3,1,140,35,5,31000
 Ümraniye , Yenişehir Mah.,2,1,92,29,0,18000
 Beşiktaş , Dikilitaş Mah.,3,1,165,0,6,70000
 Maltepe , Aydınevler Mah.,2,1,70,13,0,25000
 Kağıthane , Emniyet Evleri Mah.,3,2,150,15,5,37000
 Sultangazi , Eski Habipler Mah.,2,1,74,0,3,20000
 Bakırköy , Şenlikköy Mah.,4,1,200,25,3,75000
 Beylikdüzü , Adnan Kahveci Mah.,3,1,195,16,3,30000
 Çekmeköy , Merkez Mah.,2,1,147,11,2,68000
 Esenyurt , Mehterçeşme Mah.,2,1,120,8,11,19000
 Şişli , İnönü Mah.,2,1,80,10,4,35000
 Ümraniye , Yamanevler Mah.,1,1,75,3,18,40000
 Kağıthane , Ortabayır Mah.,2,1,85,8,2,33500
 Başakşehir , Bahçeşehir 2. Kısım Mah.,7,2,600,14,2,150000
 Zeytinburnu , Yenidoğan Mah.,2,1,95,25,1,22000
 Beylikdüzü , Kavaklı Mah.,2,1,110,1,1,23000
 Şişli , Esentepe Mah.,6,1,250,17,5,59498
 Maltepe , Yalı Mah.,2,1,75,1,4,30000
 Kadıköy , Caferağa Mah.,2,1,95,32,5,40000
 Eyüpsultan , Güzeltepe Mah.,2,1,95,5,6,29000
 Şişli , Gülbahar Mah.,2,1,110,13,2,50000
 Kadıköy , Suadiye Mah.,2,1,90,9,1,65000
 Bahçelievler , Siyavuşpaşa Mah.,2,1,85,27,5,15000
 Büyükçekmece , Sinanoba Mah.,2,1,85,11,3,20000
 Üsküdar , İcadiye Mah.,3,1,129,35,1,35000
 Ataşehir , İnönü Mah.,3,1,130,11,1,34000
 Kadıköy , Caferağa Mah.,2,1,90,45,4,35000
 Kadıköy , Fenerbahçe Mah.,3,1,120,0,2,85000
 Fatih , Haseki Sultan Mah.,2,1,90,39,3,27000
 Fatih , Cerrahpaşa Mah.,2,1,80,37,2,20000
 Bayrampaşa , Muratpaşa Mah.,3,1,120,30,3,16000
 Eyüpsultan , Göktürk Merkez Mah.,3,1,160,11,0,85000
 Bahçelievler , Bahçelievler Mah.,3,2,165,0,4,67500
 Bahçelievler , Siyavuşpaşa Mah.,4,1,165,10,4,34000
 Şişli , Merkez Mah.,2,1,110,45,4,30000
 Maltepe , Altayçeşme Mah.,2,1,130,31,2,26000
 Beykoz , Yavuz Selim Mah.,6,1,325,25,2,80000
 Bahçelievler , Soğanlı Mah.,3,1,110,26,1,20000
 Kadıköy , Bostancı Mah.,3,1,120,34,10,31000
 Beylikdüzü , Dereağzı Mah.,7,1,330,0,0,74000
 Kağıthane , Sultan Selim Mah.,2,1,85,21,0,17750
 Maltepe , Altıntepe Mah.,4,1,140,25,4,40000
 Sarıyer , Cumhuriyet Mah.,2,1,90,30,1,18000
 Beylikdüzü , Dereağzı Mah.,3,1,100,10,5,20000
 Avcılar , Yeşilkent Mah.,2,1,120,20,1,14000
 Ataşehir , Barbaros Mah.,1,1,69,16,5,33000
 Sarıyer , Zekeriyaköy Mah.,5,2,350,16,0,100000
 Beşiktaş , Cihannüma Mah.,2,1,70,30,0,25000
 Ataşehir , İçerenköy Mah.,3,1,140,25,5,27000
 Esenyurt , İnönü Mah.,2,1,100,10,1,12000
 Küçükçekmece , İstasyon Mah.,1,1,65,12,1,23500
 Fatih , Koca Mustafapaşa Mah.,2,1,80,40,5,18000
 Kadıköy , Feneryolu Mah.,3,1,130,6,8,80000
 Kadıköy , Sahrayı Cedit Mah.,3,1,130,26,6,45000
 Şişli , Bozkurt Mah.,2,1,75,40,2,26000
 Pendik , Çamlık Mah.,1,0,48,4,7,17000
 Küçükçekmece , Mehmet Akif Mah.,3,2,150,10,2,25000
 Beşiktaş , Dikilitaş Mah.,2,1,90,31,0,26000
 Kadıköy , Bostancı Mah.,3,1,136,0,6,80000
 Kadıköy , Bostancı Mah.,3,1,136,0,6,80000
 Büyükçekmece , Bahçelievler Mah.,3,1,180,15,2,30000
 Bahçelievler , Şirinevler Mah.,3,2,185,31,6,25000
 Şişli , Mecidiyeköy Mah.,2,1,95,12,1,43000
 Silivri , Cumhuriyet Mah.,2,1,90,26,4,19000
 Sarıyer , Uskumruköy Mah.,6,1,480,11,2,220000
 Sarıyer , Yeniköy Mah.,5,2,500,38,2,450000
 Küçükçekmece , Kanarya Mah.,2,1,60,20,1,8000
 Kadıköy , Kozyatağı Mah.,2,1,85,26,6,30000
 Zeytinburnu , Sümer Mah.,2,1,96,3,10,45000
 Bahçelievler , Yenibosna Merkez Mah.,4,1,190,11,3,65000
 Bahçelievler , Soğanlı Mah.,3,1,125,17,5,22500
 Kadıköy , Eğitim Mah.,3,1,130,40,5,25000
 Eyüpsultan , Mithatpaşa Mah.,6,1,480,18,2,325000
 Esenyurt , Barbaros Hayrettin Paşa Mah.,1,1,100,4,3,24000
 Beşiktaş , Mecidiye Mah.,1,1,65,30,-1,20000
 Beşiktaş , Nisbetiye Mah.,3,1,150,27,3,65000
 Şişli , Mecidiyeköy Mah.,2,1,85,10,1,29500
 Pendik , Velibaba Mah.,2,1,105,11,4,20000
 Esenyurt , Gökevler Mah.,1,1,85,0,3,18500
 Üsküdar , Bahçelievler Mah.,3,1,180,25,2,100000
 Beykoz , Çubuklu Mah.,3,1,140,18,4,35000
 Kadıköy , Göztepe Mah.,3,1,120,7,5,51500
 Beşiktaş , Sinanpaşa Mah.,2,1,120,40,2,35000
 Kadıköy , Caddebostan Mah.,3,1,160,31,3,62000
 Sultangazi , Zübeyde Hanım Mah.,2,1,85,4,1,4750
 Fatih , Koca Mustafapaşa Mah.,1,1,70,48,1,15000
 Şişli , 19 Mayıs Mah.,1,0,40,26,1,20000
 Beşiktaş , Dikilitaş Mah.,1,1,50,5,4,40000
 Şişli , 19 Mayıs Mah.,1,1,70,31,-3,25000
 Esenyurt , Mehmet Akif Ersoy Mah.,2,1,100,12,2,15000
 Şişli , İnönü Mah.,1,0,45,11,-1,20000
 Şişli , Duatepe Mah.,2,1,95,35,3,25000
 Beşiktaş , Gayrettepe Mah.,2,1,100,50,0,49000
 Şişli , Gülbahar Mah.,2,1,95,29,5,23000
 Fatih , Şehremini Mah.,3,1,100,45,2,29000
 Şişli , Merkez Mah.,1,1,90,3,3,700
 Beyoğlu , Ömer Avni Mah.,2,1,120,30,-1,70000
 Sancaktepe , Emek Mah.,1,1,68,11,4,21000
 Kağıthane , Hamidiye Mah.,3,1,167,4,5,75000
 Bağcılar , Mahmutbey Mah.,2,1,114,4,10,38000
 Beylikdüzü , Adnan Kahveci Mah.,2,1,120,8,5,25000
 Kadıköy , Suadiye Mah.,4,4,290,26,1,180000
 Bakırköy , Kartaltepe Mah.,2,1,85,41,0,20000
 Maltepe , Altayçeşme Mah.,3,1,120,32,2,39000
 Büyükçekmece , Pınartepe Mah.,7,2,520,15,2,100000
 Beşiktaş , Nisbetiye Mah.,5,1,355,2,21,400000
 Beyoğlu , Hacımimi Mah.,1,1,60,3,4,52000
 Beylikdüzü , Kavaklı Mah.,5,1,300,5,5,35000
 Sarıyer , Ferahevler Mah.,3,1,235,0,0,165000
 Sarıyer , Huzur Mah.,3,1,110,25,8,40000
 Zeytinburnu , Sümer Mah.,2,1,100,30,4,21000
 Fatih , Şehremini Mah.,2,1,85,30,1,23000
 Sarıyer , Tarabya Mah.,3,1,120,18,5,25000
 Beşiktaş , Türkali Mah.,1,1,65,0,1,40000
 Beykoz , Acarlar Mah.,3,1,190,0,21,95000
 Şişli , 19 Mayıs Mah.,2,1,80,21,-2,24000
 Sarıyer , Ayazağa Mah.,1,1,68,4,5,48000
 Beşiktaş , Yıldız Mah.,4,1,240,30,0,180000
 Başakşehir , Kayabaşı Mah.,2,1,85,11,6,24000
 Kadıköy , Kozyatağı Mah.,3,1,125,31,1,49000
 Beykoz , Acarlar Mah.,2,1,150,0,4,75000
 Beşiktaş , Gayrettepe Mah.,1,1,90,14,18,60000
 Silivri , Yeni Mah.,2,1,95,2,3,18500
 Sarıyer , Uskumruköy Mah.,6,1,480,10,2,500000
 Beylikdüzü , Kavaklı Mah.,1,1,130,13,5,23000
 Kağıthane , Emniyet Evleri Mah.,2,1,77,5,1,26250
 Çekmeköy , Nişantepe Mah.,2,1,108,15,5,37500
 Kağıthane , Mehmet Akif Ersoy Mah.,1,1,70,0,2,28000
 Üsküdar , Mimar Sinan Mah.,2,1,85,0,3,39000
 Bakırköy , Şenlikköy Mah.,4,2,300,40,5,70000
 Kağıthane , Seyrantepe Mah.,1,1,115,4,3,50000
 Beykoz , Anadolu Hisarı Mah.,4,1,250,50,2,225000
 Kartal , Cevizli Mah.,3,1,100,7,1,29750
 Sarıyer , Kumköy Mah.,5,1,550,15,2,85000
 Kağıthane , Çeliktepe Mah.,2,1,80,35,2,22000
 Kağıthane , Telsizler Mah.,1,1,85,23,3,20000
 Sancaktepe , Kemal Türkler Mah.,2,1,85,0,3,25000
 Sarıyer , Maslak Mah.,3,1,170,11,10,75000
 Esenyurt , Orhan Gazi Mah.,2,1,100,0,21,17000
 Sarıyer , Zekeriyaköy Mah.,1,1,70,4,3,45000
 Beşiktaş , Vişnezade Mah.,2,1,215,6,2,170000
 Beyoğlu , Cihangir Mah.,1,1,70,20,3,30000
 Küçükçekmece , Kanarya Mah.,2,1,85,5,1,18500
 Beykoz , Kavacık Mah.,3,1,110,21,0,26000
 Şişli , Ergenekon Mah.,1,1,65,30,1,25000
 Şişli , Gülbahar Mah.,3,1,120,20,4,40000
 Sultanbeyli , Mimar Sinan Mah.,2,1,87,3,3,24000
 Esenyurt , Şehitler Mah.,1,1,60,4,1,12000
 Eyüpsultan , Esentepe Mah.,4,1,170,16,3,27000
 Sarıyer , Tarabya Mah.,3,1,180,30,2,150000
 Gaziosmanpaşa , Bağlarbaşı Mah.,2,1,125,2,10,30000
 Tuzla , Aydınlı Mah.,2,1,90,0,3,18000
 Maltepe , Küçükyalı Mah.,2,1,90,31,0,21000
 Beşiktaş , Dikilitaş Mah.,2,0,95,45,0,33000
 Esenyurt , Akçaburgaz Mah.,1,1,70,6,5,11000
 Maltepe , Feyzullah Mah.,2,1,75,31,2,22500
 Esenyurt , Zafer Mah.,1,1,90,5,2,15000
 Üsküdar , Zeynep Kamil Mah.,3,1,110,30,-1,22000
 Kadıköy , Göztepe Mah.,2,1,61,0,4,47000
 Arnavutköy , Hadımköy Mah.,2,1,115,8,10,19000
 Şişli , Gülbahar Mah.,2,1,80,12,8,25000
 Büyükçekmece , Atatürk Mah.,2,1,80,29,4,12000
 Eyüpsultan , Alibeyköy Mah.,1,1,56,0,3,23000
 Fatih , Silivrikapı Mah.,1,0,20,40,2,7000
 Esenyurt , Pınar Mah.,2,1,85,8,0,7500
 Üsküdar , Barbaros Mah.,3,1,110,38,0,21000
 Kadıköy , Suadiye Mah.,4,2,400,0,12,275000
 Kartal , Kordonboyu Mah.,2,1,135,35,2,41000
 Küçükçekmece , Fatih Mah.,2,1,80,0,13,25000
 Esenyurt , Saadetdere Mah.,2,1,85,10,0,12500
 Şişli , Paşa Mah.,2,1,98,6,1,23000
 Kadıköy , Merdivenköy Mah.,3,1,135,35,7,35000
 Bahçelievler , Hürriyet Mah.,2,1,80,24,0,13000
 Sarıyer , Maslak Mah.,3,1,170,23,11,93000
 Başakşehir , Altınşehir Mah.,4,2,220,0,4,25000
 Beşiktaş , Akat Mah.,3,1,165,35,1,100000
 Bağcılar , İnönü Mah.,2,1,95,26,5,20000
 Maltepe , Zümrütevler Mah.,2,1,70,13,0,17500
 Silivri , Yeni Mah.,1,1,65,4,3,25000
 Bakırköy , Yeşilköy Mah.,3,1,140,40,1,35000
 Üsküdar , Cumhuriyet Mah.,2,1,60,14,0,25000
 Kağıthane , Emniyet Evleri Mah.,1,1,64,4,14,37000
 Sarıyer , Büyükdere Mah.,2,1,81,50,2,32000
 Kartal , Hürriyet Mah.,2,1,120,23,3,15000
 Kağıthane , Merkez Mah.,2,1,85,9,0,14500
 Maltepe , Yalı Mah.,3,1,160,11,1,110000
 Beykoz , Acarlar Mah.,4,1,325,15,2,120000
 Beşiktaş , Nisbetiye Mah.,3,1,135,31,1,100000
 Güngören , Sanayi Mah.,3,1,150,31,5,21000
 Beşiktaş , Vişnezade Mah.,2,1,80,30,2,45000
 Gaziosmanpaşa , Bağlarbaşı Mah.,2,11,90,8,2,20000
 Silivri , Semizkumlar Mah.,5,1,250,25,2,25000
 Beşiktaş , Vişnezade Mah.,1,1,80,8,1,55000
 Güngören , Güneştepe Mah.,2,1,100,21,4,20000
 Sarıyer , Uskumruköy Mah.,5,2,430,16,0,175000
 Üsküdar , Barbaros Mah.,5,1,440,4,0,250000
 Ataşehir , İnönü Mah.,3,1,120,16,3,25000
 Küçükçekmece , Yeni Mahalle Mah.,2,1,110,22,1,20000
 Bahçelievler , Cumhuriyet Mah.,2,1,80,0,1,25000
 Ümraniye , Saray Mah.,1,1,82,19,3,33000
 Küçükçekmece , Atakent Mah.,2,1,84,11,5,28000
 Esenyurt , Güzelyurt Mah.,1,1,71,5,6,20000
 Zeytinburnu , Merkezefendi Mah.,3,1,140,5,6,85000
 Avcılar , Ambarlı Mah.,2,1,90,10,0,13000
 Bahçelievler , Bahçelievler Mah.,3,1,190,0,7,85000
 Pendik , Esenyalı Mah.,2,1,110,4,7,23000
 Pendik , Çamlık Mah.,2,1,80,5,0,31000
 Bahçelievler , Bahçelievler Mah.,3,1,170,0,1,70000
 Beşiktaş , Vişnezade Mah.,3,1,135,6,-2,53000
 Üsküdar , Küçüksu Mah.,2,1,100,0,0,50000
 Çekmeköy , Sultançiftliği Mah.,2,1,102,1,1,23750
 Pendik , Yenişehir Mah.,3,1,120,15,4,30000
 Sarıyer , Ayazağa Mah.,3,1,155,5,4,75000
 Pendik , Yenişehir Mah.,3,1,129,5,9,45000
 Ümraniye , İstiklal Mah.,3,1,120,23,5,30000
 Beykoz , Ortaçeşme Mah.,2,1,110,25,3,20500
 Bağcılar , Güneşli Mah.,3,1,125,11,7,40000
 Ümraniye , Site Mah.,3,1,135,5,10,35500
 Sarıyer , Huzur Mah.,3,1,154,4,5,80000
 Eyüpsultan , Akşemsettin Mah.,2,1,100,3,0,33000
 Bakırköy , Yeşilköy Mah.,3,1,140,3,2,90000
 Ümraniye , Tatlısu Mah.,3,1,135,26,2,29000
 Üsküdar , Küçüksu Mah.,3,1,170,9,3,95000
 Fatih , Mevlanakapı Mah.,2,1,68,35,1,13000
 Sarıyer , Ayazağa Mah.,1,1,64,5,5,31000
 Çekmeköy , Merkez Mah.,2,1,95,2,0,35000
 Sarıyer , Maslak Mah.,2,1,202,8,19,99000
 Sarıyer , Maslak Mah.,3,1,185,11,10,85000
 Başakşehir , Bahçeşehir 2. Kısım Mah.,3,1,155,4,9,34000
 Başakşehir , Bahçeşehir 1. Kısım Mah.,4,1,210,16,0,110000
