district,neighborhood,room,living_room,area,age,floor,price
 Bakırköy , Şenlikköy Mah.,2,1,100,30,0,45000
 Şişli , Feriköy Mah.,2,1,80,30,3,30000
 Ümraniye , Çakmak Mah.,3,1,135,11,8,36000
 Fatih , Koca Mustafapaşa Mah.,2,1,80,35,0,13000
 Esenler , Nine Hatun Mah.,2,1,90,30,2,12000
 Eyüpsultan , Rami Yeni Mah.,2,1,85,7,3,22000
 Silivri , Selimpaşa Mah.,3,1,220,0,1,70000
 Eyüpsultan , Yeşilpınar Mah.,2,1,1000,16,2,22250
 Sarıyer , Ayazağa Mah.,2,1,100,21,6,30000
 Kadıköy , Bostancı Mah.,2,1,80,9,4,47500
 Esenyurt , Cumhuriyet Mah.,2,1,158,11,17,26000
 Pendik , Kaynarca Mah.,3,1,160,21,2,20000
 Kadıköy , Zühtüpaşa Mah.,2,1,100,35,2,34000
 Küçükçekmece , İnönü Mah.,1,1,57,1,2,17000
 Tuzla , Şifa Mah.,3,1,136,11,6,38000
 Esenler , Kemer Mah.,2,1,110,29,5,13000
 Ümraniye , İstiklal Mah.,2,1,90,21,0,17750
 Pendik , Yenişehir Mah.,1,1,67,11,4,19500
 Küçükçekmece , Fatih Mah.,2,1,75,0,6,25000
 Kağıthane , Merkez Mah.,4,1,130,26,4,27000
 Beyoğlu , Sururi Mehmet Efendi Mah.,1,1,65,38,1,25000
 Kağıthane , Çağlayan Mah.,2,1,85,5,2,21000
 Şişli , Mecidiyeköy Mah.,2,1,90,11,3,30000
 Tuzla , Postane Mah.,3,1,160,26,0,50000
 Avcılar , Denizköşkler Mah.,2,1,90,40,1,15000
 Avcılar , Merkez Mah.,2,1,100,3,4,25000
 Ümraniye , İstiklal Mah.,2,1,85,31,1,18500
 Beykoz , Kavacık Mah.,3,1,130,16,2,45000
 Başakşehir , Bahçeşehir 1. Kısım Mah.,2,1,128,5,8,24000
 Beylikdüzü , Marmara Mah.,3,1,180,3,0,52000
 Esenyurt , Yenikent Mah.,1,1,65,9,2,13500
 Güngören , Abdurrahman Nafiz Gürman Mah.,2,1,108,26,6,29000
 Beşiktaş , Cihannüma Mah.,2,1,85,45,3,30000
 Şişli , Gülbahar Mah.,3,1,130,16,6,40000
 Sarıyer , Uskumruköy Mah.,5,1,290,26,2,127500
 Adalar , Maden Mah.,2,1,120,31,2,40000
 Üsküdar , Zeynep Kamil Mah.,2,1,85,35,0,30000
 Şişli , Eskişehir Mah.,2,1,85,15,1,17000
 Beyoğlu , Hacıahmet Mah.,2,1,75,35,0,12500
 Kağıthane , Çeliktepe Mah.,3,1,130,30,3,17000
 Esenyurt , Piri Reis Mah.,1,1,80,10,4,17000
 Arnavutköy , Fatih Mah.,3,1,125,5,2,15000
 Şişli , Feriköy Mah.,2,1,110,47,2,39000
 Silivri , Yeni Mah.,2,1,110,0,3,20000
 Fatih , Haseki Sultan Mah.,2,1,85,35,0,15000
 Şişli , Mecidiyeköy Mah.,2,1,100,20,4,30000
 Çekmeköy , Merkez Mah.,1,1,55,5,1,15100
 Bakırköy , Şenlikköy Mah.,5,1,350,16,2,97500
 Ataşehir , Kayışdağı Mah.,3,1,135,10,3,30000
 Bahçelievler , Siyavuşpaşa Mah.,1,1,55,38,0,13500
 Beşiktaş , Akat Mah.,3,1,167,25,1,130000
 Küçükçekmece , Atakent Mah.,1,1,60,11,4,25000
 Üsküdar , Bulgurlu Mah.,3,1,120,23,3,29000
 Maltepe , Cevizli Mah.,1,1,85,5,8,32000
 Kadıköy , Caddebostan Mah.,2,1,95,0,0,62000
 Bağcılar , 15 Temmuz Mah.,2,1,85,13,1,17500
 Beyoğlu , Piri Paşa Mah.,2,1,95,14,1,34000
 Zeytinburnu , Yenidoğan Mah.,1,1,70,15,3,14000
 Küçükçekmece , Kartaltepe Mah.,3,1,115,21,3,27500
 Şişli , Kuştepe Mah.,2,1,90,5,-2,23000
 Sarıyer , Maslak Mah.,2,1,160,5,6,65000
 Gaziosmanpaşa , Merkez Mah.,2,1,110,21,5,17000
 Beylikdüzü , Adnan Kahveci Mah.,3,1,160,21,7,25000
 Şişli , Cumhuriyet Mah.,3,1,185,60,2,55000
 Büyükçekmece , Sinanoba Mah.,4,1,220,30,2,46000
 Fatih , Koca Mustafapaşa Mah.,1,1,90,38,5,16500
 Beşiktaş , Yıldız Mah.,3,1,180,25,2,40000
 Kadıköy , Suadiye Mah.,3,1,130,31,2,70000
 Beyoğlu , Kalyoncu Kulluğu Mah.,2,1,112,25,4,22000
 Beyoğlu , Cihangir Mah.,2,1,80,40,1,45000
 Şişli , Eskişehir Mah.,1,1,85,35,1,20500
 Üsküdar , Küçüksu Mah.,7,2,450,0,7,190000
 Şişli , Eskişehir Mah.,1,1,65,35,1,20000
 Avcılar , Denizköşkler Mah.,2,1,90,35,3,15000
 Şişli , Merkez Mah.,1,1,90,5,4,48000
 Kadıköy , Suadiye Mah.,4,1,221,5,6,135000
 Sarıyer , Zekeriyaköy Mah.,1,0,55,5,3,35000
 Büyükçekmece , Fatih Mah.,3,1,140,30,1,18000
 Kağıthane , Ortabayır Mah.,2,1,120,21,2,36000
 Kartal , Uğur Mumcu Mah.,1,1,58,5,1,23500
 Bağcılar , 100. Yıl Mah.,1,1,80,5,2,15000
 Gaziosmanpaşa , Karadeniz Mah.,1,1,78,6,21,4275000
 Fatih , Sümbül Efendi Mah.,1,1,75,40,0,13000
 Beşiktaş , Muradiye Mah.,5,1,320,31,7,135000
 Üsküdar , Murat Reis Mah.,1,1,60,0,0,25000
 Çekmeköy , Mimar Sinan Mah.,3,1,180,11,0,25000
 Büyükçekmece , Çakmaklı Mah.,1,1,86,0,6,23000
 Beşiktaş , Ulus Mah.,2,1,140,30,2,80000
 Ataşehir , Barbaros Mah.,2,1,191,10,3,100000
 Beykoz , Örnekköy Mah.,3,1,140,15,3,23000
 Başakşehir , Güvercintepe Mah.,3,1,100,4,1,14000
 Şişli , Teşvikiye Mah.,7,1,775,20,21,680000
 Sarıyer , Büyükdere Mah.,1,1,90,20,2,20000
 Esenyurt , Koza Mah.,1,1,70,11,16,15000
 Fatih , Haseki Sultan Mah.,2,1,68,25,5,15000
 Bakırköy , Ataköy 7-8-9-10. Kısım Mah.,1,1,71,4,2,38000
 Kağıthane , Yeşilce Mah.,3,1,100,29,1,18000
 Ataşehir , Örnek Mah.,1,1,55,10,16,33000
 Kağıthane , Çağlayan Mah.,2,1,80,2,1,22000
 Ataşehir , İnönü Mah.,1,1,60,5,1,20000
 Beylikdüzü , Kavaklı Mah.,3,1,135,10,2,22000
 Beykoz , Kanlıca Mah.,3,1,120,26,-1,30000
 Beykoz , Ortaçeşme Mah.,2,1,75,25,1,15000
 Bakırköy , Kartaltepe Mah.,2,1,90,30,1,25000
 Sarıyer , Maslak Mah.,1,1,75,7,10,53000
 Kağıthane , Sultan Selim Mah.,2,1,80,30,3,17000
 Kadıköy , Göztepe Mah.,4,1,170,31,7,65000
 Fatih , Aksaray Mah.,3,1,88,32,1,25000
 Adalar , Nizam Mah.,2,1,80,35,0,35000
 Esenyurt , Güzelyurt Mah.,1,1,95,5,21,18000
 Beşiktaş , Ulus Mah.,3,1,110,25,2,40000
 Şişli , Esentepe Mah.,2,1,75,28,1,25000
 Ataşehir , Örnek Mah.,3,1,135,26,2,40000
 Bağcılar , Kemalpaşa Mah.,2,1,85,15,0,12000
 Beykoz , Örnekköy Mah.,3,1,3100,20,2,75000
 Silivri , Yeni Mah.,2,1,110,0,3,20000
 Bahçelievler , Şirinevler Mah.,2,1,95,26,5,17500
 Esenyurt , Barbaros Hayrettin Paşa Mah.,1,1,95,5,1,12000
 Beykoz , Ortaçeşme Mah.,2,1,100,16,0,25000
 Avcılar , Ambarlı Mah.,2,1,94,25,3,15500
 Beyoğlu , Cihangir Mah.,2,1,130,55,3,80000
 Üsküdar , Bulgurlu Mah.,1,0,40,20,1,16000
 Beylikdüzü , Yakuplu Mah.,1,0,15,0,2,9500
 Esenyurt , Esenkent Mah.,1,0,72,11,4,20000
 Maltepe , Zümrütevler Mah.,1,1,65,0,1,23000
 Kadıköy , Fenerbahçe Mah.,3,1,130,4,7,90000
 Adalar , Heybeliada Mah.,1,1,45,26,1,18000
 Arnavutköy , Anadolu Mah.,2,1,90,17,1,11000
 Beykoz , Riva Mah.,3,1,450,1,0,150000
 Sarıyer , Huzur Mah.,1,0,52,5,9,38000
 Bakırköy , Kartaltepe Mah.,2,1,90,45,5,17000
 Kağıthane , Şirintepe Mah.,2,1,110,26,-1,17500
 Sarıyer , Maslak Mah.,1,1,85,15,4,45000
 Beşiktaş , Levent Mah.,3,1,282,16,13,152000
 Sarıyer , Maslak Mah.,1,1,60,2,3,55000
 Kartal , Hürriyet Mah.,2,1,90,22,1,12000
 Sarıyer , Büyükdere Mah.,3,1,150,31,2,85000
 Fatih , Şehremini Mah.,4,1,145,30,2,33000
 Sarıyer , Huzur Mah.,2,1,90,30,4,20000
 Şile , Kumbaba Mah.,3,1,150,21,0,40000
 Bakırköy , Şenlikköy Mah.,3,1,180,25,3,65000
 Küçükçekmece , Gültepe Mah.,1,1,70,30,3,10000
 Güngören , Gençosman Mah.,2,1,85,0,4,32000
 Zeytinburnu , Merkezefendi Mah.,2,1,110,21,1,30000
 Kartal , Yukarı Mah.,3,1,100,50,2,20000
 Maltepe , Fındıklı Mah.,2,1,100,1,1,25000
 Bahçelievler , Siyavuşpaşa Mah.,2,1,145,26,3,17000
 Üsküdar , Aziz Mahmut Hüdayi Mah.,1,1,115,31,1,33000
 Esenyurt , Piri Reis Mah.,2,1,100,5,12,14000
 Şişli , Mecidiyeköy Mah.,2,1,90,35,3,25000
 Şişli , Paşa Mah.,2,1,80,4,4,35000
 Avcılar , Ambarlı Mah.,2,1,90,7,1,15000
 Ataşehir , Kayışdağı Mah.,1,1,40,5,1,23750
 Çekmeköy , Sultançiftliği Mah.,2,1,75,3,1,24500
 Kadıköy , Feneryolu Mah.,3,1,150,25,1,65000
 Fatih , Şehremini Mah.,2,1,90,40,3,18000
 Avcılar , Cihangir Mah.,2,1,120,15,5,16500
 Fatih , Balat Mah.,2,1,120,50,2,40000
 Şişli , Merkez Mah.,2,1,65,40,4,16000
 Şişli , Cumhuriyet Mah.,2,1,80,40,2,30000
 Ümraniye , Atatürk Mah.,2,1,80,26,1,25000
 Kağıthane , Çeliktepe Mah.,1,1,70,5,1,28000
 Bahçelievler , Bahçelievler Mah.,3,1,115,0,5,42500
 Beşiktaş , Etiler Mah.,2,1,100,45,3,50000
 Bahçelievler , Bahçelievler Mah.,3,1,117,4,2,62000
 Üsküdar , Cumhuriyet Mah.,2,1,95,17,1,25000
 Üsküdar , Kısıklı Mah.,3,1,110,40,1,30000
 Çekmeköy , Cumhuriyet Mah.,2,1,85,6,3,19500
 Büyükçekmece , Atatürk Mah.,2,1,130,26,2,20000
 Gaziosmanpaşa , Merkez Mah.,2,1,80,7,3,22000
 Esenler , Fevzi Çakmak Mah.,2,1,110,15,3,22000
 Esenler , Birlik Mah.,2,1,95,26,3,18000
 Ümraniye , Yamanevler Mah.,1,1,90,0,21,47000
 Bahçelievler , Soğanlı Mah.,3,1,125,25,5,15000
 Küçükçekmece , Fatih Mah.,2,1,115,30,1,14500
 Avcılar , Cihangir Mah.,3,1,130,0,1,27000
 Zeytinburnu , Nuripaşa Mah.,3,1,150,25,4,22000
 Bakırköy , Şenlikköy Mah.,3,1,250,20,5,65000
 Ümraniye , Çakmak Mah.,1,1,60,9,0,16000
 Esenler , 15 Temmuz Mah.,2,1,96,0,5,37000
 Avcılar , Tahtakale Mah.,2,1,116,5,11,28000
 Beyoğlu , Kaptanpaşa Mah.,2,1,140,26,5,28000
 Esenler , Kemer Mah.,2,1,100,30,3,16500
 Esenyurt , Akevler Mah.,1,1,72,5,7,18000
 Kadıköy , Feneryolu Mah.,2,1,100,31,5,34500
 Beyoğlu , Müeyyetzade Mah.,1,1,45,50,0,30000
 Güngören , Abdurrahman Nafiz Gürman Mah.,3,1,145,31,7,27500
 Kartal , Cevizli Mah.,2,1,95,2,3,25250
 Beşiktaş , Türkali Mah.,2,1,90,1,5,55000
 Fatih , Haseki Sultan Mah.,3,1,110,40,2,40000
 Şişli , Fulya Mah.,3,1,140,31,2,60000
 Gaziosmanpaşa , Karadeniz Mah.,2,1,85,5,3,25000
 Kadıköy , Rasimpaşa Mah.,3,1,130,30,0,42000
 Beşiktaş , Gayrettepe Mah.,3,1,160,31,8,60000
 Kağıthane , Ortabayır Mah.,2,1,140,25,1,31000
 Kağıthane , Gültepe Mah.,2,1,90,25,4,19000
 Esenyurt , Turgut Özal Mah.,2,1,95,11,1,16000
 Gaziosmanpaşa , Bağlarbaşı Mah.,2,1,70,28,1,15000
 Beylikdüzü , Büyükşehir Mah.,3,1,125,25,5,20000
 Üsküdar , Kuleli Mah.,2,1,70,37,0,23000
 Sarıyer , Zekeriyaköy Mah.,5,1,350,25,2,150000
 Beykoz , Kavacık Mah.,2,1,110,30,1,8000
 Fatih , Molla Gürani Mah.,3,1,180,32,3,35000
 Esenyurt , Sultaniye Mah.,2,1,100,12,0,15000
 Fatih , Haseki Sultan Mah.,2,1,75,45,0,14000
 Güngören , Haznedar Mah.,3,1,110,25,1,18500
 Çekmeköy , Mimar Sinan Mah.,2,1,90,10,1,18500
 Beşiktaş , Kuruçeşme Mah.,1,1,95,31,1,55000
 Tuzla , Postane Mah.,2,1,80,0,5,40000
 Beşiktaş , Akat Mah.,3,1,175,25,1,125000
 Sarıyer , Maslak Mah.,3,1,185,5,13,80000
 Üsküdar , Bulgurlu Mah.,3,1,140,12,2,45000
 Fatih , Koca Mustafapaşa Mah.,2,1,85,40,1,18000
 Üsküdar , Murat Reis Mah.,2,1,80,30,0,20000
 Üsküdar , Yavuztürk Mah.,3,1,150,35,5,20000
 Ataşehir , Kayışdağı Mah.,1,1,45,31,0,12500
 Avcılar , Tahtakale Mah.,1,1,75,5,3,17000
 Başakşehir , Bahçeşehir 2. Kısım Mah.,5,2,360,21,0,45000
 Eyüpsultan , Karadolap Mah.,2,1,95,1,3,33500
 Kadıköy , Erenköy Mah.,2,1,130,30,3,29000
 Üsküdar , Ünalan Mah.,2,1,75,5,1,23000
 Silivri , Yeni Mah.,2,1,120,5,5,25000
 Sarıyer , Ayazağa Mah.,4,1,130,25,3,9500
 Üsküdar , Salacak Mah.,2,1,95,27,1,27500
 Kadıköy , Merdivenköy Mah.,3,1,155,0,2,65000
 Sarıyer , Zekeriyaköy Mah.,1,1,65,5,2,42000
 Tuzla , Aydınlı Mah.,1,1,65,11,-1,19000
 Şişli , Fulya Mah.,3,1,120,30,0,30000
 Sarıyer , Zekeriyaköy Mah.,3,1,220,6,0,104000
 Bayrampaşa , Yenidoğan Mah.,2,1,105,30,2,30000
 Beykoz , Kavacık Mah.,3,1,120,21,0,35000
 Beyoğlu , Cihangir Mah.,1,1,60,20,3,13000
 Bakırköy , Şenlikköy Mah.,4,1,220,26,3,90000
 Bakırköy , Ataköy 7-8-9-10. Kısım Mah.,2,1,162,10,7,100000
 Başakşehir , Kayabaşı Mah.,2,1,75,11,9,20000
 Üsküdar , Cumhuriyet Mah.,3,1,140,26,3,35000
 Eyüpsultan , Göktürk Merkez Mah.,6,2,680,20,2,550000
 Beşiktaş , Gayrettepe Mah.,1,1,57,0,3,45000
 Zeytinburnu , Merkezefendi Mah.,3,1,110,31,9,35000
 Fatih , Koca Mustafapaşa Mah.,2,1,70,40,2,18100
 Sarıyer , Tarabya Mah.,3,1,130,25,3,26000
 Beylikdüzü , Kavaklı Mah.,2,1,130,3,3,35000
 Bağcılar , Kirazlı Mah.,2,1,85,30,3,15000
 Şişli , İnönü Mah.,2,1,120,40,4,37000
 Beyoğlu , Kamer Hatun Mah.,1,0,25,30,1,16000
 Üsküdar , Sultantepe Mah.,3,1,120,35,3,32000
 Çekmeköy , Güngören Mah.,3,1,140,11,5,25000
 Sarıyer , Maslak Mah.,4,1,255,12,21,125000
 Eyüpsultan , Mimar Sinan Mah.,3,1,214,1,5,135000
 Kartal , Kordonboyu Mah.,2,1,125,21,4,45000
 Üsküdar , Bahçelievler Mah.,3,1,120,25,3,20000
 Kağıthane , Çeliktepe Mah.,3,1,135,30,3,26500
 Sarıyer , Yeni Mah.,2,1,70,26,2,26000
 Üsküdar , Küçük Çamlıca Mah.,2,1,110,18,1,36000
 Üsküdar , Bahçelievler Mah.,4,1,140,15,0,27500
 Sarıyer , Maden Mah.,1,1,65,0,0,45000
 Bahçelievler , Zafer Mah.,3,2,195,15,4,35000
 Şişli , Fulya Mah.,2,1,145,5,11,100000
 Kağıthane , Seyrantepe Mah.,1,0,35,8,3,24000
 Üsküdar , Burhaniye Mah.,3,1,145,27,2,30000
 Kağıthane , Harmantepe Mah.,1,1,50,1,2,20000
 Fatih , Yedikule Mah.,1,1,70,45,3,13000
 Üsküdar , Çengelköy Mah.,3,1,130,35,1,37000
 Esenyurt , Necip Fazıl Kısakürek Mah.,2,1,125,15,20,13000
 Kağıthane , Yeşilce Mah.,1,1,50,5,3,32000
 Beşiktaş , Etiler Mah.,2,1,240,16,5,235000
 Şişli , İnönü Mah.,3,1,155,30,3,80000
 Kartal , Kordonboyu Mah.,1,1,75,4,6,35000
 Sarıyer , Büyükdere Mah.,5,2,550,6,2,350000
 Üsküdar , Cumhuriyet Mah.,2,2,140,4,3,37000
 Beykoz , Acarlar Mah.,5,1,450,11,0,250000
 Esenyurt , Güzelyurt Mah.,3,1,140,15,1,19000
 Eyüpsultan , Esentepe Mah.,3,1,110,4,2,32000
 Sarıyer , Demirciköy Mah.,1,1,65,6,3,50000
 Kadıköy , Caferağa Mah.,3,1,180,15,5,130000
 Beşiktaş , Dikilitaş Mah.,3,1,120,0,1,60000
 Ümraniye , Aşağı Dudullu Mah.,1,0,49,4,1,22500
 Kadıköy , Rasimpaşa Mah.,1,0,30,30,2,16000
 Şişli , Mecidiyeköy Mah.,2,1,90,20,3,40000
 Kağıthane , Gültepe Mah.,1,1,55,29,0,7000
 Küçükçekmece , Kanarya Mah.,1,1,75,28,1,7000
 Ataşehir , Kayışdağı Mah.,2,1,80,16,0,15500
 Silivri , Yeni Mah.,3,1,135,0,3,26000
 Sarıyer , Ayazağa Mah.,3,1,130,11,-1,29500
 Şişli , Gülbahar Mah.,2,1,90,11,6,25000
 Beyoğlu , Yahya Kahya Mah.,5,1,130,35,3,35000
 Şile , İmrendere Mah.,4,1,180,20,2,37500
 Kağıthane , Sultan Selim Mah.,1,1,80,30,1,17000
 Sarıyer , Sarıyer Merkez Mah.,1,1,70,26,1,24000
 Üsküdar , Beylerbeyi Mah.,2,1,85,45,1,25000
 Üsküdar , Mehmet Akif Ersoy Mah.,3,1,130,16,1,24000
 Beyoğlu , Gümüşsuyu Mah.,2,1,80,50,1,28000
 Silivri , Alibey Mah.,3,1,140,21,4,18000
 Küçükçekmece , Halkalı Merkez Mah.,3,1,160,0,4,55000
 Çekmeköy , Kirazlıdere Mah.,1,1,67,5,5,25000
 Kartal , Hürriyet Mah.,2,1,95,9,1,20000
 Beykoz , Merkez Mah.,6,2,190,5,1,7000
 Kartal , Hürriyet Mah.,1,1,85,0,12,20000
 Sarıyer , Huzur Mah.,3,1,130,10,5,75000
 Başakşehir , Başak Mah.,2,1,140,3,8,35000
 Beyoğlu , Şehit Muhtar Mah.,3,1,169,3,5,140000
 Pendik , Çınardere Mah.,3,1,120,22,4,20000
 Esenyurt , Üçevler Mah.,2,1,100,5,1,11500
 Ataşehir , İçerenköy Mah.,2,1,98,4,2,27500
 Esenyurt , Saadetdere Mah.,1,1,100,15,4,13000
 Şişli , Teşvikiye Mah.,3,1,220,45,2,70000
 Şişli , Eskişehir Mah.,1,1,60,40,1,19000
 Beyoğlu , Kılıçali Paşa Mah.,2,1,100,29,2,49000
 Gaziosmanpaşa , Karadeniz Mah.,1,1,84,6,9,30000
 Maltepe , Altıntepe Mah.,1,1,55,10,1,40000
 Eyüpsultan , Alibeyköy Mah.,2,1,100,8,3,30000
 Ümraniye , Armağanevler Mah.,2,1,95,11,1,26000
 Sarıyer , Tarabya Mah.,5,2,300,21,0,210000
 Üsküdar , Küçüksu Mah.,3,1,145,23,4,43000
 Gaziosmanpaşa , Karayolları Mah.,3,1,136,11,2,65000
 Esenyurt , Yeşilkent Mah.,2,1,85,5,15,15000
 Sancaktepe , Fatih Mah.,1,1,62,11,1,25000
 Beşiktaş , Nisbetiye Mah.,6,1,600,1,21,750000
 Beylikdüzü , Adnan Kahveci Mah.,3,1,185,20,10,25000
 Gaziosmanpaşa , Yıldıztabya Mah.,1,1,65,5,2,20000
 Kartal , Kordonboyu Mah.,2,1,110,28,1,45000
 Beşiktaş , Mecidiye Mah.,4,1,210,0,3,70000
 Şişli , Yayla Mah.,1,0,49,12,2,29000
 Sancaktepe , Abdurrahmangazi Mah.,2,1,108,0,1,33000
 Sarıyer , Maslak Mah.,2,1,160,5,8,89000
 Sarıyer , Zekeriyaköy Mah.,6,2,450,16,2,200000
 Beşiktaş , Levent Mah.,3,1,280,5,18,150000
 Maltepe , Feyzullah Mah.,2,1,110,40,2,22000
 Tuzla , İstasyon Mah.,3,1,130,30,2,25000
 Bayrampaşa , Cevatpaşa Mah.,2,1,80,3,5,26500
 Fatih , Seyyid Ömer Mah.,1,1,60,9,1,20000
 Silivri , Piri Mehmet Paşa Mah.,3,1,130,3,2,22000
 Bakırköy , Şenlikköy Mah.,2,1,100,32,1,32000
 Ümraniye , Çamlık Mah.,1,1,65,4,9,28000
 Esenyurt , Talatpaşa Mah.,2,1,100,5,3,12500
 Bakırköy , Şenlikköy Mah.,5,1,193,17,5,65000
 Üsküdar , Ünalan Mah.,2,1,120,5,15,120000
 Şişli , 19 Mayıs Mah.,2,1,180,31,0,32500
 Şişli , Gülbahar Mah.,3,1,110,25,1,27000
 Şişli , Mecidiyeköy Mah.,3,1,135,20,4,35000
 Şişli , İnönü Mah.,2,1,120,16,5,65000
 Pendik , Çınardere Mah.,3,1,120,26,4,16000
 Zeytinburnu , Merkezefendi Mah.,2,1,105,16,16,32000
 Beyoğlu , Bülbül Mah.,1,0,35,17,1,12500
 Beyoğlu , Halıcıoğlu Mah.,2,1,85,5,-1,28000
 Ataşehir , Ferhatpaşa Mah.,3,1,140,25,3,25000
 Ataşehir , Kayışdağı Mah.,1,1,45,5,1,25000
 Beykoz , Merkez Mah.,1,1,75,25,0,20000
 Güngören , Haznedar Mah.,1,1,65,3,0,18500
 Başakşehir , Altınşehir Mah.,3,1,90,4,0,12000
 Kağıthane , Merkez Mah.,2,1,105,5,2,55000
 Güngören , Mareşal Çakmak Mah.,5,1,200,32,4,30000
 Beşiktaş , Dikilitaş Mah.,1,1,120,25,0,50000
 Beykoz , Anadolu Hisarı Mah.,3,1,135,31,3,55000
 Adalar , Nizam Mah.,1,1,75,50,2,30000
 Beyoğlu , Tomtom Mah.,1,0,55,25,4,25000
 Şişli , Fulya Mah.,4,1,200,35,3,55000
 Beşiktaş , Levent Mah.,2,1,250,5,15,150000
 Eyüpsultan , Nişancı Mah.,2,1,65,31,2,18000
 Küçükçekmece , İnönü Mah.,2,1,90,26,0,10000
 Esenler , Nine Hatun Mah.,2,1,100,30,4,19000
 Silivri , Selimpaşa Mah.,2,1,90,31,1,20000
 Bakırköy , Ataköy 2-5-6. Kısım Mah.,2,1,140,16,2,35000
 Silivri , Selimpaşa Mah.,3,1,130,25,1,20000
 Kağıthane , Talatpaşa Mah.,1,1,60,2,11,25000
 Maltepe , Fındıklı Mah.,3,1,110,8,1,27500
 Kağıthane , Hamidiye Mah.,2,1,90,17,6,20000
 Esenyurt , Akevler Mah.,4,2,230,21,6,22000
 Kağıthane , Çeliktepe Mah.,3,1,150,30,2,30000
 Beyoğlu , Pürtelaş Hasan Efendi Mah.,3,1,140,50,4,115000
 Bakırköy , Şenlikköy Mah.,5,1,300,65,3,90000
 Beykoz , Polonezköy Mah.,4,2,500,0,2,200000
 Zeytinburnu , Beştelsiz Mah.,2,1,120,10,1,23000
 Bahçelievler , Soğanlı Mah.,2,1,90,35,4,25000
 Güngören , Abdurrahman Nafiz Gürman Mah.,3,1,120,31,8,20000
 Çekmeköy , Nişantepe Mah.,3,1,125,8,11,40000
 Şişli , Mecidiyeköy Mah.,2,1,100,31,5,25000
 Beyoğlu , Cihangir Mah.,1,1,70,36,3,37000
 Beşiktaş , Levent Mah.,2,1,85,1,2,28000
 Şişli , Halide Edip Adıvar Mah.,3,1,140,11,3,29000
 Kağıthane , Çeliktepe Mah.,2,1,75,0,1,25000
 Kağıthane , Gürsel Mah.,2,1,95,9,1,27000
 Beşiktaş , Nisbetiye Mah.,3,1,140,31,2,62500
 Kadıköy , Suadiye Mah.,2,1,100,4,3,65000
 Kağıthane , Seyrantepe Mah.,2,1,110,26,2,25000
 Küçükçekmece , Halkalı Merkez Mah.,3,1,120,1,2,30000
 Üsküdar , Zeynep Kamil Mah.,2,1,100,25,5,38000
 Zeytinburnu , Sümer Mah.,2,1,90,30,2,17000
 Çekmeköy , Hamidiye Mah.,1,1,67,0,0,17500
 Sarıyer , Maslak Mah.,3,1,176,5,7,74990
 Beyoğlu , Kocatepe Mah.,1,1,55,8,5,32000
 Sarıyer , Huzur Mah.,1,1,80,5,14,50000
 Güngören , Abdurrahman Nafiz Gürman Mah.,2,1,110,30,3,250002
 Maltepe , Fındıklı Mah.,2,1,105,14,3,23000
 Esenyurt , Koza Mah.,2,1,200,4,21,30000
 Üsküdar , Bahçelievler Mah.,3,1,130,5,3,60000
 Beşiktaş , Muradiye Mah.,3,1,125,38,1,33500
 Kağıthane , Merkez Mah.,1,1,44,5,12,29000
 Bakırköy , Basınköy Mah.,3,1,220,21,2,65000
 Üsküdar , Mimar Sinan Mah.,1,1,50,40,-1,10000
 Maltepe , Fındıklı Mah.,1,1,60,13,5,16000
 Avcılar , Merkez Mah.,2,1,120,30,5,1500000
 Şişli , Merkez Mah.,3,1,105,45,2,40000
 Fatih , Aksaray Mah.,3,1,170,40,5,40000
 Şişli , Gülbahar Mah.,1,1,55,5,0,26000
 Kağıthane , Şirintepe Mah.,2,1,70,4,-2,17000
 Bakırköy , Şenlikköy Mah.,4,1,260,17,3,70000
 Arnavutköy , Baklalı Mah.,4,1,450,4,2,100000
 Gaziosmanpaşa , Merkez Mah.,2,1,75,27,1,22000
 Beşiktaş , Gayrettepe Mah.,1,1,57,0,1,45000
 Kadıköy , 19 Mayıs Mah.,3,1,160,30,7,35000
 Beyoğlu , Tomtom Mah.,1,1,55,11,1,20000
 Küçükçekmece , Tevfik Bey Mah.,2,1,100,35,5,15000
 Beykoz , Fatih Mah.,3,1,120,25,0,10000
 Fatih , Topkapı Mah.,1,1,65,40,2,16000
 Çekmeköy , Mimar Sinan Mah.,2,1,110,16,3,26500
 Sarıyer , Kireçburnu Mah.,3,1,130,25,3,37000
 Üsküdar , Selami Ali Mah.,2,1,85,15,-1,16000
 Eyüpsultan , Mimar Sinan Mah.,3,1,171,0,0,110000
 Sarıyer , Ayazağa Mah.,1,1,85,8,12,55000
 Beyoğlu , Gümüşsuyu Mah.,2,1,70,50,0,40000
 Kağıthane , Sultan Selim Mah.,4,1,160,5,-1,25000
 Sarıyer , Uskumruköy Mah.,6,2,500,17,2,200000
 Küçükçekmece , Halkalı Merkez Mah.,2,1,145,16,3,17500
 Eyüpsultan , Çırçır Mah.,2,1,80,5,1,20500
 Bahçelievler , Siyavuşpaşa Mah.,3,1,125,35,5,23000
 Üsküdar , Valide-i Atik Mah.,3,1,90,11,2,30000
 Maltepe , Aydınevler Mah.,2,1,82,14,0,27750
 Şişli , Teşvikiye Mah.,2,1,160,1,9,175000
 Kağıthane , Seyrantepe Mah.,2,1,85,25,5,22000
